"GF+PATH Unique Antigens (+ GF PCR,AgB tests)",,,,,,,,,,,,,,,,,,
Source: GF,Source: Path,Type of Test,Manufacturer Product Catalogue number,"Product Name
 (IVD product)",product_keywords,Reference detail,Manufacturer,manufacturer_keywords,Total Criteria Eligibility ,Comments ,US FDA EUA (US Food and Drug Administration Emergency Use Authorization) ,Health Canada/Interim Order,WHO EUL (Emergency Use Listing),PMDA (Pharmaceuticals and medical devices agency),TGA (Therapeutic Goods Administration),IFU Link,"Reference price per pack EXW, USD","Reference price per test EXW, USD"
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,,GS COVID-19 RT-PCR KIT,gs  ,96T/kit,GenoSensor LLC,genosensor ,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,,GS COVID-19 RT-PCR KIT,gs  ,384T/kit,GenoSensor LLC,genosensor ,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,CV0202,"COVID-19 RT-Digital PCR
 Detection Kit", digital detection ,48T/kit,Gnomegen LLC,gnomegen ,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,,Procleix SARS-CoV-2 Assay,procleix assay,250T/kit,Grifols Diagnostic Solutions Inc,grifols diagnostic solutions ,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,NAT-01,RT-PCR IVD MEDICAL DEVICE FOR 2019 NOVEL CORONAVIRUS (SARS-COV- 2) NUCLEIC ACID DETECTION,rt ivd medical device 2019 novel coronavirus  2 nucleic acid detection,see IFU,HA TECH PTY LTD,ha tech pty ,TGA,,FALSE,FALSE,FALSE,FALSE,TRUE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,PRD-06419,Aptima SARS-CoV-2 assay,aptima assay,250T/kit,Hologic Inc,hologic ,US FDA EUA TGA PMDA,,TRUE,FALSE,FALSE,TRUE,TRUE,,"$3,000.00",$12.00
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,,Panther Fusion SARS-CoV-2 Kit,panther fusion ,96T/kit,Hologic Inc,hologic ,"US FDA EUA
 Health Canada Interim Order TGA",,TRUE,FALSE,FALSE,FALSE,TRUE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,351251,Hymon™ SARS-CoV-2 Test Kit,hymon  ,96T/kit,HymonBio Co. LTD,hymonbio ,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,,BKit Virus Finder Covid-19,bkit virus finder ,,Hyris Ltd.,hyris ,Health Canada/Interim Order,,FALSE,TRUE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,see IFU,Illumina® COVIDSeq™ Test,illumina seq ,3072T/kit,Illumina,illumina,"Health Canada/Interim Order US FDA EUA
 PMDA",,TRUE,TRUE,FALSE,TRUE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,COV2-E,"Smart Detect™ SARS-CoV-2
 rRT-PCR Kit",smart detect rrt ,48T/kit,"InBios International, Inc",inbios international ,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,COV2-C,"Smart Detect™ SARS-CoV-2
 rRT-PCR Kit",smart detect rrt ,,"InBios International, Inc",inbios international ,Health Canada/Interim Order,,FALSE,TRUE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,,COV-19 IDx assay, 19 idx assay,96T/kit,"Ipsum Diagnostics, LLC",ipsum diagnostics ,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,x,SARS-CoV-2 Nucleic Acid Amplification Technologies,JC10223-1NW-50T ,COVID-19 Coronavirus Real Time PCR Kit, coronavirus real time ,50T/kit ,Jiangsu Bioperfectus Technologies Co Ltd (China),jiangsu bioperfectus technologies  china,"US FDA EUA TGA
 WHO EUL",,TRUE,FALSE,TRUE,FALSE,TRUE,,$250.00,$5.00
x,x,SARS-CoV-2 Nucleic Acid Amplification Technologies,JC10223-1NW-25T,COVID-19 Coronavirus Real Time PCR Kit, coronavirus real time ,25T/kit,Jiangsu Bioperfectus Technologies Co Ltd (China),jiangsu bioperfectus technologies  china,"US FDA EUA TGA
 WHO EUL",,TRUE,FALSE,TRUE,FALSE,TRUE,,$250.00,$5.00
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,,Novel Coronavirus (SARS-CoV- 2) Fast Nucleic Acid Detection Kit,novel coronavirus  2 fast nucleic acid detection ,24T/kit 48T/kit 96T/kit,"Jiangsu CoWin Biotech Co., Ltd. (China)",jiangsu cowin biotech  china,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,,KANEKA Direct RT-PCR kit SARS-CoV-2,kaneka direct ,,KANEKA CORPORATION,kaneka corporation,PMDA,,FALSE,FALSE,FALSE,TRUE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,RV008,RADI COVID-19 Detection Kit,radi  detection ,100T/kit,KH Medical Co. Ltd,kh medical ,WHO EUL,,FALSE,FALSE,TRUE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,,SmartAmp SARS-CoV-2,smartamp  ,,K.K. DNAFORM,kk dnaform,PMDA,,FALSE,FALSE,FALSE,TRUE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,KF2019CoV01,KimForest SARS-CoV-2 Detection Kit v1,kimforest detection  v1,96T/kit,"KimForest Enterprise Co., Ltd.",kimforest enterprise ,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,R6900TD,PowerChek™ 2019-nCoV Real- time PCR Kit,powerchek 2019 real  time ,,Kogene Biotech Co Ltd (Korea - Republic of),kogene biotech  korea  republic of,US FDA EUA TGA,,TRUE,FALSE,FALSE,FALSE,TRUE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,,"LabGun™ COVID-19 RT-PCR
 Kit",labgun  ,96T/kit,LabGenomics,labgenomics,US FDA EUA TGA,,TRUE,FALSE,FALSE,FALSE,TRUE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,,"Biosearch Technologies SARS- CoV-2
 Real-Time and End-Point RT- PCRTest",biosearch technologies  real time and end point  pcrtest,96T/kit,LGC Biosearch Technologies,lgc biosearch technologies,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,,TaqPath COVID-19 Combo Kit,taqpath  combo ,,Life Technologies Corporation (USA) (see also ThermoFisher),life technologies corporation usa see also thermofisher,TGA PMDA,,FALSE,FALSE,FALSE,TRUE,TRUE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,810055970056,Lucira COVID-19 All-In-One Test Kit,lucira  all in one  ,24T/kit,"Lucira Health, Inc.",lucira health ,"US FDA EUA
 Health Canada/Interim Order",,TRUE,TRUE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,50-10047,"ARIES® SARS-CoV-2 Assay
 Kit",aries assay ,24T/kit,Luminex Corporation,luminex corporation,"US FDA EUA
 Health Canada/Interim Order",,TRUE,TRUE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,I054C0463,NxTAG® CoV Extended Panel Assay,nxtag  extended panel assay,96T/kit,"Luminex Molecular Diagnostics, Inc.",luminex molecular diagnostics ,"US FDA EUA
 Health Canada/Interim Order",,TRUE,TRUE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,GCRNA-COVID-96R,Genecount Covid-19 Rt-Qpcr Assay Kit,genecount  qpcr assay ,,Luminultra Technologies Ltd. (Canada),luminultra technologies  canada,Health Canada/Interim Order,,FALSE,TRUE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,L018180030096,LumiraDx SARS-CoV-2 RNA STAR,lumiradx rna star,,LumiraDx UK Ltd,lumiradx uk ,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,L018180130096,LumiraDx SARS-CoV-2 RNA STAR Complete,lumiradx rna star complete,,LumiraDx UK Ltd,lumiradx uk ,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,BUSGN7101109,SARS-CoV-2 Fluorescent PCR Kit,  fluorescent ,32T/kit,Maccura Biotechnology (USA) LLC,maccura biotechnology usa ,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,BUSGN7102109,SARS-CoV-2 Fluorescent PCR Kit,  fluorescent ,64T/kit,Maccura Biotechnology (USA) LLC,maccura biotechnology usa ,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,BUSGN7103109,SARS-CoV-2 Fluorescent PCR Kit,  fluorescent ,96T/kit,Maccura Biotechnology (USA) LLC,maccura biotechnology usa ,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,,"SARS-CoV-2 DETECTR
 Reagent Kit",  detectr reagent ,,"Mammoth Biosciences, Inc.",mammoth biosciences ,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,ST-CV19-2SF,MatMaCorp COVID-19 2SF Test,matmacorp  2sf ,,"Materials and Machines Corporation of America (DBA MatmaCorp, Inc.)",materialsmachines corporation of america dba matmacorp ,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,,MEBRIGHT SARS-CoV-2 Kit,mebright ,,"Medical & Biological Laboratories Co., Ltd.",medical  biological laboratories ,PMDA,,FALSE,FALSE,FALSE,TRUE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,410700,Revogene SARS-CoV-2 assay,revogene assay,,Meridian,meridian,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,COV4100,Accula SARS-Cov-2 Test,accula ,,Mesa Biotech Inc.,mesa biotech ,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,"7K105
 ","Veri-Q PCR 316 COVID-19
 Detection Kit",veri 316  detection ,"50 test/kit
",MiCoBioMed Co Ltd,micobiomed ,TGA WHO EUL,,FALSE,FALSE,TRUE,FALSE,TRUE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,7K111,"Veri-Q PCR 316 COVID-19
 Detection Kit",veri 316  detection ,100 test/kit,MiCoBioMed Co Ltd,micobiomed ,TGA WHO EUL,,FALSE,FALSE,TRUE,FALSE,TRUE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,,Smart Gene SARS-CoV-2,smart gene  ,,"Mizuhomedy Co., Ltd.",mizuhomedy ,PMDA,,FALSE,FALSE,FALSE,TRUE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,,MobileDetect Bio BCC19 (MD- Bio BCC19) Test Kit,mobiledetect bio bcc19 md  bio bcc19  ,12T/kit,MobileDetect Bio Inc.,mobiledetect bio ,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,300800,"NeuMoDx™ SARS-CoV-2 Test
 Strip",neumodx  strip,96T/kit,"NeuMoDx Molecular, Inc.",neumodx molecular ,US FDA EUA TGA,,TRUE,FALSE,FALSE,FALSE,TRUE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,XC25073,Sars-Cov-2 Virus Detection Diagnostic Kit,  virus detection diagnostic ,50T/kit,"Ningbo Health Gene Technologies Co., Ltd (China)",ningbo health gene technologies  china,Health Canada/Interim Order WHO EUL,,FALSE,TRUE,TRUE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,DXTM67120 (500RXNS),2019-NCoV Taqman Rt-PCR Kit Dx,2019 taqman  dx,,Norgen Biotek Corp. (Canada),norgen biotek corp canada,Health Canada/Interim Order,,FALSE,TRUE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,DXTM67100 (50RXNS),2019-NCoV Taqman Rt-PCR Kit Dx,2019 taqman  dx,,Norgen Biotek Corp. (Canada),norgen biotek corp canada,Health Canada/Interim Order,,FALSE,TRUE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,DXTM67200,COVID-19 Taqman Rt-PCR Kit (e/rdrp Genes) Dx, taqman  erdrp genes dx,,Norgen Biotek Corp. (Canada),norgen biotek corp canada,Health Canada/Interim Order,,FALSE,TRUE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,RDM101-X,Kaira 2019-nCoV Detection Kit,kaira 2019 detection ,100T/kit,"OPTOLANE
 Technologies, Inc.",optolane technologies ,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,IFMR-45,"GeneFinder™ COVID-19 Plus
 RealAmp Kit",genefinder  plus realamp ,100T/kit,"OSANG Healthcare Co., Ltd",osang healthcare ,"US FDA EUA
 Health Canada/Interim Order",,TRUE,TRUE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,"99-57003
","OPTI SARS-CoV-2 RT PCR
 Test",opti ,,"OPTI Medical Systems, Inc.",opti medical systems ,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,99-57004,"OPTI SARS-CoV-2 RT PCR
 Test",opti ,,"OPTI Medical Systems, Inc.",opti medical systems ,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,,P23 Labs TaqPath SARS-CoV-2 Assay,p23 labs taqpath assay,see IFU,"P23 Labs, LLC",p23 labs ,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,,DetectX-Rv,detectx rv,see IFU,"PathogenDx, Inc.",pathogendx ,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,2019-nCoV-PCR-AUS,PerkinElmer® New Coronavirus Nucleic Acid Detection Kit,perkinelmer new coronavirus nucleic acid detection ,48T/kit,"PerkinElmer, Inc. / Suzhou Sym-Bio Lifescience Co Ltd",perkinelmer suzhou symbio lifescience ,"US FDA EUA
 Health Canada/Interim Order WHO EUL",,TRUE,TRUE,TRUE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,82303-U,IntelliPlex SARS-CoV-2 Detection Kit,intelliplex detection ,96T/kit,"PlexBio Co., Ltd.",plexbio ,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,02.01.1019,FastPlex Triplex SARS-CoV-2 detection kit,fastplex triplex detection ,24T/kit,PreciGenome LLC,precigenome ,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,,Triplelock SARS-Cov-2 Test Strips,triplelock  strips,,Precision Biomonitoring Inc,precision biomonitoring ,Health Canada/Interim Order,,FALSE,TRUE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,,"ELITe MGB SARS-CoV-2 PCR
 Detection Kit",elite mgb detection ,,"Precision System Science Co., Ltd.",precision system science ,PMDA,,FALSE,FALSE,FALSE,TRUE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,Z-PATH-COVID-19- CE,COVID-19 genesig® Real- Time PCR assay, genesig real  time assay,96T/kit,Primerdesign Ltd,primerdesign ,WHO EUL TGA,,FALSE,FALSE,TRUE,FALSE,TRUE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,Z-COVID-19 (US ONLY),COVID-19 genesig® Real- Time PCR assay, genesig real  time assay,96T/kit,Primerdesign Ltd,primerdesign ,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,PCCSKU15261,PhoenixDx® 2019-nCoV,phoenixdx 2019 ncov,50T/kit,Procomcure Biotech GmbH (Trax Management Services Inc.),procomcure biotech gmbh trax management services ,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,PCCSKU15262,PhoenixDx® SARS-CoV-2 Multiplex,phoenixdx multiplex,50T/kit,Procomcure Biotech GmbH (Trax Management Services Inc.),procomcure biotech gmbh trax management services ,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,691223,QIAstat-Dx Respiratory SARS- CoV-2 Panel,qiastat dx respiratory  panel,6 Tests,QIAGEN GmbH,qiagen gmbh,"US FDA EUA
 Health Canada/Interim Order TGA",,TRUE,TRUE,FALSE,FALSE,TRUE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,"#1110 with #1105
 #1154 with #1155",Clarifi COVID-19 Test Kit,clarifi ,480T/kit,Quadrant Biosciences Inc.,quadrant biosciences ,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,39433,"Quest SARS-CoV-2 rRT-PCR
 Kit",quest rrt ,96T/kit,Quest Diagnostics Infectious Disease Inc,quest diagnostics infectious disease ,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,,Quest Diagnostics RC SARS- CoV-2 rRT-PCR Kit,quest diagnostics rc  rrt ,96T/kit,Quest Diagnostics Infectious Disease Inc,quest diagnostics infectious disease ,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,,Quest Diagnostics HA SARS- CoV-2 rRT-PCR Kit,quest diagnostics ha  rrt ,96T/kit,Quest Diagnostics Infectious Disease Inc,quest diagnostics infectious disease ,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,,Quest Diagnostics PF SARS- CoV-2 rRT-PCR Kit,quest diagnostics pf  rrt ,96T/kit,Quest Diagnostics Infectious Disease Inc,quest diagnostics infectious disease ,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,SKU # CE-M120,Lyra SARS-CoV-2 rRT-PCR Kit,lyra rrt ,96T/kit,Quidel Corp.,quidel corp,"US FDA EUA
 Health Canada Interim Order",,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,M313,Solana SARS-CoV-2 Assay,solana assay,96T/kit,Quidel Corp.,quidel corp,"US FDA EUA
 Health Canada Interim Order",,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,KCCOV19-24,Rheonix COVID-19 MDx Assay,rheonix  mdx assay,96T/kit,Rheonix,rheonix,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,9175431190,"Cobas SARS-CoV-2 RT-PCR
 Kit",cobas ,192T/kit ,Roche Diagnostics,roche diagnostics,"US FDA EUA
 Health Canada/Interim Order PMDA
 WHO EUL",,TRUE,TRUE,TRUE,TRUE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,9343733190,"Cobas SARS-CoV-2 RT-PCR
 Kit",cobas ,480T/kit,Roche Diagnostics,roche diagnostics,"US FDA EUA
 Health Canada/Interim Order PMDA
 WHO EUL",,TRUE,TRUE,TRUE,TRUE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,9408592190,cobas SARS-CoV-2,cobas  ,20T/kit,Roche Diagnostics,roche diagnostics,"US FDA EUA
 Health Canada/Interim Order PMDA",,TRUE,TRUE,FALSE,TRUE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,S3104E,Novel Coronavirus (2019- nCoV) Nucleic Acid Diagnostic Kit (PCR-Fluorescence Probing),novel coronavirus 2019  nucleic acid diagnostic  fluorescence probing,24T/kit,Sansure Bio Tech Inc.,sansure bio tech ,"US FDA EUA
 Health Canada/Interim Order TGA",,TRUE,TRUE,FALSE,FALSE,TRUE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,S3104E,Novel Coronavirus (2019- nCoV) Nucleic Acid Diagnostic Kit (PCR-Fluorescence Probing),novel coronavirus 2019  nucleic acid diagnostic  fluorescence probing,48T/kit,Sansure Bio Tech Inc.,sansure bio tech ,"US FDA EUA
 Health Canada/Interim Order TGA",,TRUE,TRUE,FALSE,FALSE,TRUE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,RX7038 (RX7048),ScienCell™ SARS-CoV-2 Coronavirus Real-time RT- PCR (RT-qPCR) Detection Kit (Multiplex option),sciencell coronavirus real time  qpcr detection  multiplex option,96T/kit,ScienCell,sciencell,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,M-NCOV-01,"STANDARD M nCoV Real-
 Time Detection kit",standard n real  time detection ,96T/kit,SD Biosensor,sd biosensor,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,SS-9930,U-TOP™ COVID-19 Detection Kit,u top  detection ,96T/kit,Seasun Biomaterials,seasun biomaterials,"US FDA EUA
 Health Canada/Interim Order",,TRUE,TRUE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,SS-9920,"AQ-TOP COVID-19 Rapid
 Detection Kit",aq top  rapid detection ,96T/kit,Seasun Biomaterials,seasun biomaterials,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,SS-9940,"AQ-TOP COVID-19 Rapid
 Detection Kit PLUS",aq top  rapid detection  plus,96T/kit,Seasun Biomaterials,seasun biomaterials,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,RP10243X ,Allplex™ 2019-nCoV Assay kit,allplex 2019 assay ,100T/kit ,Seegene Inc,seegene ,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,$645.00,$5.20
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,RP10252W,Allplex™ 2019-nCoV Assay kit,allplex 2019 assay ,124T/kit,Seegene Inc,seegene ,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,$645.00,$5.20
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,PCSYHF02-a,"Fosun COVID-19 RT-PCR
 Detection Kit",fosun  detection ,48T/kit,Shanghai Fosun Long March Medical Science Co Ltd (China),shanghai fosun long march medical science  china,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,PCSYHF03-a,"Fosun COVID-19 RT-PCR
 Detection Kit",fosun  detection ,96T/kit,Shanghai Fosun Long March Medical Science Co Ltd (China),shanghai fosun long march medical science  china,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,PCSYHF,Novel Coronavirus (2019- nCoV) RT-PCR Detection Kit (commercial name: Fosun 2019-nCoV qPCR),novel coronavirus 2019  detection  commercial name fosun 2019 qpcr,,Shanghai Fosun Long March Medical Science Co Ltd (China),shanghai fosun long march medical science  china,WHO EUL,,FALSE,FALSE,TRUE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,GZ-D2RM25,Novel Coronavirus 2019-nCoV Nucleic Acid Detection Kit (Real-time PCR),novel coronavirus 2019 nucleic acid detection  real time pcr,50T/kit,"Shanghai GeneoDx Biotechnology Co., Ltd (China)",shanghai geneodx biotechnology  china,WHO EUL,,FALSE,FALSE,TRUE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,KH-G-M-574-48,Diagnostic kit for SARS-CoV-2 Nucleic acid (Real-time PCR),diagnostic  nucleic acid real time pcr,48T/kit,"Shanghai Kehua bio- engineering Co., Ltd",shanghai kehua bio engineering ,WHO EUL,,FALSE,FALSE,TRUE,FALSE,FALSE,,$144.00,$3.00
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,RR-0485-02,Novel Coronavirus (2019- nCoV) Real Time Multiplex RT- PCR Kit,novel coronavirus 2019  real time multiplex  ,25T/kit,Shanghai ZJ Bio-Tech Co Ltd (China),shanghai zj biotech  china,WHO EUL,,FALSE,FALSE,TRUE,FALSE,FALSE,,#N/A,#N/A
