,"GF+PATH Unique Antigens (+ GF PCR,AgB tests)",,,Show Duplicate: Enable,,,,,,,,,,,,"Vlookup to Phase column I ""Phase"" in PATH-Antigen only-02/28/22",,,"vlookup to ""CE-markted tests""","ISNUMBER(SEARCH(""US FDA EUA"", R1))","ISNUMBER(SEARCH(""Health Canada/Interim Order"", R1))","ISNUMBER(SEARCH(""WHO EUL"", R1))","ISNUMBER(SEARCH(""PMDA"", R1))","ISNUMBER(SEARCH(""TGA"", R1))",ADP COVID-19 Diagnostics Procurement Resource,PATH Antigen ,,Vlookup to GF Pricing- Column D,INDEX/MATCH to ADP COVID-19 Diagnostics Procurement resource Column T,Vlookup to GF Pricing- Column E,,33,462,146,174,101,
28,x,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,70,"71, 1150, 70",195-005; 195-400 | 195-005,BinaxNOW COVID-19 Ag 2 Card | BinaxNOW COVID-19 Ag 2 Card | BinaxNOW COVID-19 Ag 2 Card,BinaxNOWCOVID19Ag2Card|BinaxNOWCOVID19Ag2Card|BinaxNOWCOVID19Ag2Card,binaxnow  ag 2 card,40T/kit,"Abbott Diagnostics Scarborough, Inc | Abbott Diagnostics Scarborough, Inc | Abbott Diagnostics Scarborough, Inc.",abbott diagnostics scarborough,,,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/147264/download | https://www.fda.gov/media/147264/download,https://www.fda.gov/media/147264/download | https://www.fda.gov/media/147264/download,https://www.fda.gov/media/147264/download | https://www.globalpointofcare.abbott/en/product-details/navica-binaxnow-covid-19-us.html |,,$0.00,,,,IND0119,,,,Yes
26,x,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,72,72,195-000,BinaxNOW COVID-19 Ag Card,,binaxnow  ag card,40T/kit,"Abbott Diagnostics Scarborough, Inc.",abbott diagnostics scarborough,USA,USA,USA,Test that meet WHO TPP according to external evaluation,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/141570/download,https://www.fda.gov/media/141570/download,,,7,,,,IND0120,,,,Yes
23,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,73,73,,BinaxNOW COVID-19 Ag Card 2 Home test,,binaxnow  ag card 2 home,2T/Kit,"Abbott Diagnostics Scarborough, Inc",abbott diagnostics scarborough,USA,USA,USA,Test approved by one or more SRA,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/147260/download,https://www.fda.gov/media/147260/download,,,12,,,,IND0121,,,,
24,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,74,"74, 75",,BinaxNOW COVID-19 Ag Card Home Test | BinaxNOW COVID-19 Antigen Self Test,,binaxnow  ag card home,2T/Kit,"Abbott Diagnostics Scarborough, Inc | Abbott Diagnostics Scarborough, Inc",abbott diagnostics scarborough,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download | https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download | https://www.fda.gov/media/144574/download,|,,$0.00,,,,"IND0122, IND0123",,,,
25,x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,76,76,12013743,Bio-Rad SARS-CoV-2 ddPCR Kit,BioRadSARSCoV2ddPCRKit,bio rad ddpcr,200T/kit,Bio-Rad Laboratories Inc,biorad laboratories,,,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,Yes
24,x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,77,"77, 79",BS-SY-SC2-100,Bio-Speedy® Direct RT-qPCR SARS-CoV-2,BioSpeedyDirectRTqPCRSARSCoV2,bio speedy direct qpcr  BS-SY-SC2-100,100T/kit,Bioeksen R&D Technologies Ltd,bioeksen rd technologies,,,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,Yes
25,x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,78,78,BS-SY-WCOR-304- 100,Bio-Speedy® Direct RT-qPCR SARS-CoV-2,BioSpeedyDirectRTqPCRSARSCoV2,bio speedy direct qpcr  BS-SY-WCOR-304- 100,100T/kit,Bioeksen R&D Technologies Ltd,bioeksen rd technologies,,,,,WHO EUL,,,FALSE,FALSE,TRUE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,IND0144,,,,Yes
22,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,80,"80, 81",BS-SY-SC2-1000,Bio-Speedy® Direct RT-qPCR SARS-CoV-2 rebranded to BioeXsen SARS-CoV-2 RT PCR,,bio speedy direct qpcr  rebranded bioexsen pcr,1000T/kit,Bioeksen R&D Technologies Ltd (distributed by BioeXsen GmbH),bioeksen rd technologies  distributed bioexsen gmbh,,,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,Yes
23,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,82,82,,Biocard Pro Covid-19 Antigen test,BiocardProCovid19Antigentest,biocard pro  antigen,,Trivitron Healthcare Pvt. Ltd,trivitron healthcare pvt,India,,India,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,IND0277,,,,
21,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,83,83,,BIOCLIN FAST COVID-19 Ag,BIOCLINFASTCOVID19Ag,bioclin fast  ag,,QUIBASA QUÍMICA BÁSICA LTDA,quibasa qumica bsica a,Brazil,,Brazil,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,
24,x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,84,84,64-C0304,BioCode® SARS-CoV-2 Assay,BioCodeSARSCoV2Assay,biocode assay,384T/kit,Applied BioCode Inc,applied biocode,,,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,Yes
24,x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,85,85,BC-01-0099,BioCore 2019-nCoV Real Time PCR Kit,BioCore2019nCoVRealTimePCRKit,biocore 2019 real time BC-01-0099,100T/kit,BioCore Co. Ltd.,biocore,,,,,US FDA EUA TGA,,,TRUE,FALSE,FALSE,FALSE,TRUE,https://www.fda.gov/media/138290/download,https://www.fda.gov/media/138290/download,,,,,,,,,,,Yes
23,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,86,86,BC-01-0099 x4,BioCore 2019-nCoV Real Time PCR Kit,BioCore2019nCoVRealTimePCRKit,biocore 2019 real time BC-01-0099 x4,400T/kit,BioCore Co. Ltd.,biocore,,,,,US FDA EUA TGA,,,TRUE,FALSE,FALSE,FALSE,TRUE,https://www.fda.gov/media/138290/download,https://www.fda.gov/media/138290/download,,,,,,,,,,,Yes
24,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,87,87,,BIOCREDIT COVID-19 Ag,BIOCREDITCOVID19Ag,biocredit  ag,,RapiGEN Inc.,rapigen,Republic of Korea,Republic of Korea,Republic of Korea,Test approved by one or more SRA,,,,FALSE,FALSE,FALSE,FALSE,FALSE,http://rapigen-inc.com/wp/wp-content/uploads/2021/05/IFU-BIOCREDIT-COVID-19-Ag.pdf,http://rapigen-inc.com/wp/wp-content/uploads/2021/05/IFU-BIOCREDIT-COVID-19-Ag.pdf,,,$6.00,,,,IND0198,,ZAF0199,,
21,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,88,88,,BIOCREDIT COVID-19 Ag Home Test Nasal,BIOCREDITCOVID19AgHomeTestNasal,biocredit  ag home  nasal,,RapiGEN Inc.,rapigen,Republic of Korea,,Republic of Korea,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,
21,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,89,89,,BIOCREDIT COVID-19 Ag Test Nasal,BIOCREDITCOVID19AgTestNasal,biocredit  ag  nasal,,RapiGEN Inc.,rapigen,Republic of Korea,,Republic of Korea,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,
22,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,90,90,,Bioeasy 2019-nCoV Ag Fluorescence Rapid Test Kit (Time-Resolved Fluorescence),Bioeasy2019nCoVAgFluorescenceRapidTestKitTimeResolvedFluorescence,bioeasy 2019 ag fluorescence rapid time resolved fluorescence,,"Shenzhen Bioeasy Biotechnology Co., Ltd",shenzhen bioeasy biotechnology,China,,China,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,
27,x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,91,91,423738,Biofire Respiratory Panel 2.1 (RP2.1),,biofire respiratory panel 21 rp21,30T/kit,BioFire Diagnostics LLC,biofire diagnostics,,,,,"(US FDA EUA replaced by DeNovo approval)
 Health Canada/Interim Order TGA",,,TRUE,TRUE,FALSE,FALSE,TRUE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,3210,,107,$107.00,,,,,,Yes
24,x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,92,"919, 92",423745,BioFire COVID-19 Test | BioFire® COVID-19 Test,,biofire,6T/kit,"BioFire Defense, LLC | BioFire Defense, LLC",biofire defense,,,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,ZAF0058,,Yes
23,x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,93,93,423744,BioFire® COVID-19 Test,,biofire  423744,30T/kit,"BioFire Defense, LLC",biofire defense,,,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,Yes
23,x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,94,94,500-003-XMP,BioGX Xfree COVID-19 Direct RT-PCR,,biogx xfree  direct pcr,104T/kit,"BioGX, Inc.",biogx,,,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,Yes
23,x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,95,95,3000555,Biomeme SARS-CoV-2 Go- Strips,BiomemeSARSCoV2GoStrips,biomeme go  strips,,Biomeme Inc.,biomeme,,,,,"US FDA
 Health Canada/Interim Order",,,FALSE,TRUE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,Yes
22,x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,96,96,,Biomeme SARS-CoV-2 Real- Time RT-PCR,,biomeme real  time pcr,96T/kit,Biomeme Inc.,biomeme,,,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,Yes
22,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,97,97,,Bioscience (Tianjin) Novel Coronavirus (2019-nCoV) Antigen Rapid Test,,bioscience tianjin novel coronavirus 2019 antigen rapid,,"Bioscience (Tianjin) Diagnostic Technology Co., Ltd.",bioscience tianjin diagnostic technology,China,,China,Test in development or commercialized,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,IDN0065,ZAF0222,,
22,x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,98,98,,Biosearch Technologies SARS- CoV-2 Real-Time and End-Point RT- PCRTest,,biosearch technologies real time and end point  pcrtest,96T/kit,LGC Biosearch Technologies,lgc biosearch technologies,,,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,Yes
25,x,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,99,99,SW40006,BIOSYNEX COVID-19 Ag BSS,,biosynex  ag bss,see IFU,Biosynex Swiss SA,biosynex swiss sa,France,,France,Test that meet WHO TPP according to external evaluation,ANSM,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,ZAF0201,,Yes
24,x,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,100,100,SW40010 SW40010F,BIOSYNEX COVID-19 Ag+,BIOSYNEXCOVID19Ag+,biosynex  ag,see IFU,Biosynex Swiss SA,biosynex swiss sa,,,,,ANSM,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,Yes
21,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,101,101,,biotical SARS-CoV-2 Ag card test,bioticalSARSCoV2Agcardtest,biotical ag card,,Biotical Health,biotical health,Spain,,Spain,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,
23,x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,102,102,,BIOTIME SARS-CoV-2 IgG/IgM Rapid Qualitative Test,BIOTIMESARSCoV2IgGIgMRapidQualitativeTest,biotime  iggigm rapid qualitative,25T/kit,"Xiamen Biotime Biotechnology Co., Ltd. (China) distributed by O’Neill Medical LLC, HORIBA instrument incorporated, Lifesaving Global LLC, THE RUHOF CORPORATION,  Marlan’s Group Us Inc, and JEMF Pharma",xiamen biotime biotechnology  china distributed oneill medical  horiba instrument orporated lifesaving global  the ruhof corporation marlans group us jemf pharma,,,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,Yes
24,x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,103,103,,BIOTIME SARS-CoV-2 IgG/IgM Rapid Qualitative Test,BIOTIMESARSCoV2IgGIgMRapidQualitativeTest,biotime  iggigm rapid qualitative,see IFU,Xiamen Biotime Biotechnology Co Ltd (China),xiamen biotime biotechnology  china,,,,,TGA,,,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,ZAF0039,,Yes
21,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,104,104,,BIOZEK COVID-19 Antigen Rapid Test,BIOZEKCOVID19AntigenRapidTest,biozek  antigen rapid,,BIOZEK MEDICAL,biozek medical,The Netherlands,,The Netherlands,Test that meet WHO TPP according to external evaluation,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,
22,x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,105,105,,BKit Virus Finder Covid-19,BKitVirusFinderCovid19,bkit virus finder,,Hyris Ltd.,hyris,,,,,Health Canada/Interim Order,,,FALSE,TRUE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,Yes
21,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,106,106,,BZ COVID-19 AG Test,BZCOVID19AGTest,bz  ag,,"Biozentech, Co., Ltd",biozentech,Republic of Korea,,Republic of Korea,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,
22,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,107,107,,Cadila COVID-19 Antigen Rapid Test,CadilaCOVID19AntigenRapidTest,cadila  antigen rapid,,Cadila Healthcare,cadila healthcare,India,,India,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,IND0317,,,,
22,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,108,108,,CareStart COVID-19 Antigen,CareStartCOVID19Antigen,carestart  antigen,,"Access Bio, Inc.",access bio,USA,,USA,Test approved by one or more SRA,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,IND0129,,,,
21,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,109,109,,CareStart COVID-19 Antigen Home Test,CareStartCOVID19AntigenHomeTest,carestart  antigen home,,"Access Bio, Inc.",access bio,USA,,USA,Test in development or commercialized,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,
21,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,110,110,,careUS COVID-19 antigen,careUSCOVID19antigen,careus  antigen,,"Wells Bio, Inc.",wells bio,Republic of Korea,,Republic of Korea,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,
21,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,111,111,,CELER COVID-19 AG TEST,CELERCOVID19AGTEST,celer  ag,,Celer Biotecnologia,celer biotecnologia,Brazil,,Brazil,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,
21,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,112,112,,Celer Finecare SARS-CoV-2 Ag Test,CelerFinecareSARSCoV2AgTest,celer finecare ag,,"Guangzhou Wondfo Biotech Co., Ltd",guangzhou wondfo biotech,China,,China,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,
21,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,113,113,,Celer Wondfo SARS-CoV-2 Ag Rapid Test,CelerWondfoSARSCoV2AgRapidTest,celer wondfo ag rapid,,"Guangzhou Wondfo Biotech Co., Ltd",guangzhou wondfo biotech,China,,China,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,
21,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,114,114,,Cellex qSARS-CoV-2 Antigen Rapid Test,CellexqSARSCoV2AntigenRapidTest,cellex  antigen rapid,,Cellex Inc.,cellex,USA,,USA,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,
22,x,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,115,115,,Cellife Covid-19 Antigen Test Cassette,CellifeCovid19AntigenTestCassette,cellife  antigen  cassette,,Hangzhou Testsea Biotechnology Co Ltd (China),hangzhou testsea biotechnology  china,,,,,TGA,,,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,Yes
24,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,116,116,,Celltrion DiaTrust COVID-19 Ag Rapid Test,CelltrionDiaTrustCOVID19AgRapidTest,celltrion diatrust  ag rapid,25T/Kit,Celltrion,celltrion,Republic of Korea,Republic of Korea,Republic of Korea,Test approved by one or more SRA,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://cellhomeblob.blob.core.windows.net/pdf/DiaTrust%20COVID-19%20Ag%20Rapid%20Test%20IFU.pdf,https://cellhomeblob.blob.core.windows.net/pdf/DiaTrust%20COVID-19%20Ag%20Rapid%20Test%20IFU.pdf,,,$12.00,,,,IND0148,,,,
25,x,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,117,117,CT-P60 D-2 02,Celltrion DiaTrust™ COVID-19 Ag Rapid Test,CelltrionDiaTrustCOVID19AgRapidTest,celltrion diatrust ag rapid,25T/kit,"Humasis, Co Ltd. (distributed by Celltrion USA, Inc)",humasis  distributed celltrion usa,,,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,Yes
21,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,118,118,,CerTest SARS-CoV-2,CerTestSARSCoV2,certest,,CerTest Biotec S.L.,certest biotec sl,Spain,,Spain,Test that meet WHO TPP according to external evaluation,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,
21,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,119,119,,Check MR-COV19,CheckMRCOV19,check mr cov19,,"ROHTO Pharmaceutical Co., Ltd.",rohto pharmaceutical,Japan,Japan,Japan,Test approved by one or more SRA,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,$0.00,,,,IND0202,,,,
21,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,120,120,,CL AIA-PACK SARS-CoV-2 Ag,CLAIAPACKSARSCoV2Ag,cl aia pack ag,,Tosoh Bioscience,tosoh bioscience,Japan,,Japan,Test in development or commercialized,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,
22,x,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,121,121,,CL AIA-PACK SARS-CoV-2-Ag,CLAIAPACKSARSCoV2Ag,cl aia pack ag,,TOSOH CORPORATION,tosoh corporation,,,,,PMDA,,,FALSE,FALSE,FALSE,TRUE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,Yes
25,x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,122,122,#1110 with #1105  #1154 with #1155,Clarifi COVID-19 Test Kit,ClarifiCOVID19TestKit,clarifi,480T/kit,Quadrant Biosciences Inc.,quadrant biosciences,,,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,Yes
22,x,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,123,123,,Clarity COVID-19 Antigen Rapid Test Cassette,ClarityCOVID19AntigenRapidTestCassette,clarity  antigen rapid  cassette,,Salofa Oy,salofa oy,,,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,Yes
23,x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,124,124,,Clear Dx™ SARS-CoV-2 Test,ClearDxSARSCoV2Test,clear dx,192T/kit,"Clear Labs, Inc",clear labs,,,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,Yes
21,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,125,125,,ClearEpi SARS-CoV-2 Antigen Rapid Test,ClearEpiSARSCoV2AntigenRapidTest,clearepi antigen rapid,,Biolidics Ltd,biolidics,Singapore,,Singapore,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,
22,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,126,126,,CLINITEST Rapid COVID-19 Antigen Test,CLINITESTRapidCOVID19AntigenTest,clinitest rapid  antigen,,Siemens Healthineers,siemens healthineers,Germany,,Germany,Test that meet WHO TPP according to external evaluation,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,IND0048,,,,
24,x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,127,127,TR-US-01,Clinomics TrioDx RT-PCR COVID-19 Test,ClinomicsTrioDxRTPCRCOVID19Test,clinomics triodx,100T/kit,Clinomics USA Inc.,clinomics usa,,,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,Yes
23,x,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,128,128,,Clip COVID Rapid Antigen Test,ClipCOVIDRapidAntigenTest,clip  rapid antigen,25T/kit,"Luminostics, Inc",luminostics,,,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,Yes
22,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,129,129,,CLIP-COVID19 (smartphone-read out high sensivity antigen detection test),CLIPCOVID19smartphonereadouthighsensivityantigendetectiontest,clip 19 smartphone read out high sensivity antigen detection,,"Luminostics, Inc.",luminostics,USA,,USA,Test approved by one or more SRA,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,IND0177,,,,
23,x,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,130,130,,Clungene Covid-19 Antigen Rapid Test,ClungeneCovid19AntigenRapidTest,clungene  antigen rapid,,Hangzhou Clongene Biotech Co Ltd,hangzhou clongene biotech,,,,,TGA,,,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,IDN0059,,,Yes
25,x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,131,131,9408592190,cobas SARS-CoV-2,cobasSARSCoV2,cobas  20,20T/kit,Roche Diagnostics,roche diagnostics,,,,,"US FDA EUA
 Health Canada/Interim Order PMDA",,,TRUE,TRUE,FALSE,TRUE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,PKS0001,,,,,Yes
25,x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,132,132,9175431190,Cobas SARS-CoV-2 RT-PCR Kit,CobasSARSCoV2RTPCRKit,cobas 192,192T/kit,Roche Diagnostics,roche diagnostics,,,,,"US FDA EUA
 Health Canada/Interim Order PMDA
 WHO EUL",,,TRUE,TRUE,TRUE,TRUE,FALSE,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,ZAF0074,,Yes
