level_0,index,NO,ARRIVAL DATE,HS CODE,HS CODE DESCRIPTION,IMPORTER NAME,IMPORTER ADDRESS,CITY STATE,TEL,FAX,E-MAIL,WEB,EXPORTER NAME,EXPORTER ADDRESS,COUNTRY OF ORIGIN,IMPORT VALUE FOB,IMPORT VALUE CIF,CURRENCY,NET WEIGHT,NET WEIGHT UNIT,GROSS WEIGHT,GROSS WEIGHT UNIT,QUANTITY,QUANTITY UNIT,PRODUCT DETAILS,NUMBER OF PACKAGES,PACKAGES UNIT,INCOTERMS,PLACE OF DELIVERY,BRAND NAME,MANUFACTORING COMPANY,PORT OF ARRIVAL,PORT OF DEPARTURE,NOTIFY PARTY,NOTIFY ADDRESS,VOLUME,VOLUME UNIT,PREPORT,SHIPPER COUNTRY,US STATE,US PORT2,FINAL US PORT,FINAL FOREIGN PORT,FINAL COUNTRY,CONTAINER COUNT,TOTAL TEUS,SOURCE_DATA_ROW,SOURCE_FILE_NAME,T,TES,TEST,BOX,CASSETTES,RXN,RNX,REACTION,KIT,PCS,PCE,STRIP,PDC,PDC_SPLIT,words,refined_words,REQUIRES_MANUAL_VERIFICATION,test_quantity,test_quantity_final,Auto_Data_Quality_index,Test_Type,Date,USD,IDR,JPY,CNY,AUD,GBP,EUR,SGD,VND,IMPORT_VALUE_CIF_USD,VOLUME1_PCE,VOLUME2_BOX,PER_PCE_GROSS_WEIGHT,PER_BOX_GROSS_WEIGHT,PER_PCE_NET_WEIGHT,PER_BOX_NET_WEIGHT,PER_PCE_UNIT_PRICE,PER_BOX_UNIT_PRICE,NEW_QUANTITY_UNIT,EQUAL_VOLUMES,PCE_NET_WEIGHT_CHECK,PCE_GROSS_WEIGHT_CHECK,BOX_NET_WEIGHT_CHECK,BOX_GROSS_WEIGHT_CHECK,PCE_PRICE_CHECK,BOX_PRICE_CHECK,DQI,QUANTITY_UNIT_FINAL,PCE_COUNT_IGNORE,BOX_COUNT_IGNORE,PDC_NEW_DF,MERGE_KEY,Count Data,Source: GF,Source: Path,Type of Test,Unique Identifier,Merged Unique ID,Manufacturer Product Catalogue number,"Product Name
(IVD product)",Product name- Special characters removed,product_keywords,Reference detail,Manufacturer,manufacturer_keywords,Manufacturer HQ location- PATH,Manufactuer location- ADP ,Consolidated HQ Manufacturer Location [Info from Column I and J] (PATH Manufactuer HQ & ADP Manufacturer HQ),Phase ,Total SRA Criteria Eligibility ,Comments ,CE-IVD ,US FDA EUA (US Food and Drug Administration Emergency Use Authorization) ,Health Canada/Interim Order,WHO EUL (Emergency Use Listing),PMDA (Pharmaceuticals and medical devices agency),TGA (Therapeutic Goods Administration),IFU Link,IFU Link , IFU link Combined sources [Info from Column P&Q] (IFU links from ADP COVID-19 DPR & PATH),"Global Fund-Reference price per pack EXW, USD",ADP- Indicative purchase pricing (per test),"Global Fund- Reference price per test EXW, USD",Consolidated price per test (Global Fund- Reference price per test + ADP- Indicative purchase pricing (per test),Pakistan Merged ID,India Merged ID,Indonesia Merged ID,South Africa Merged ID,Philippines Merged ID,SRA Approval,PDC_NEW_MRL,product_match,MATCH_PERCENT,MRL_CHECK,DQI_FINAL,UNIQUE_ID_PULL,UNIT_PRICE_MATCH,REFERENCE_DETAIL_CLEAN,REFERENCE_DETAIL_MATCH
515,515,9164,2021-01-05 03:00:00,38220090,Lain-lain,PT. ENSEVAL MEDIKA PRIMA,"JALAN PULO LENTUT NO. 12, KAWASAN INDUSTRI PULOGADUNG ,CAKUNG , JAKART",ID - Indonesia,.,.,.,.,PHASE SCIENTIFIC INTERNATIONAL LIMITED,"32&33/F, GRAVITY, 29 HING YIP STREET KWUN TONG, KOWLOON HONGKONG",Hong Kong,0.0,9791.21,USD,35.0,Kg.,35.0,Kg.,80.0,EA,INDICAID COVID-19 RAPID ANTIGEN,0,PK,0,0,0,0,SOEKARNO-HATTA (U),HONG KONG,CATHAY PACIFIC,0,0,0.0,0.0,Hong Kong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516,Indonesia 2021-version-13.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,INDICAID RAPID ANTIGEN,"['INDICAID', 'RAPID', 'ANTIGEN']",[],[],1,[],1.0,No Keyword present,SARS-CoV-2 Antigen Rapid Diagnostic Tests,2021-01-05,1.0,7.19e-05,0.0097196,0.1547125,0.7704754,1.3583265,1.2271444,0.7583801,4.33e-05,9791.21,80.0,80.0,0.4375,0.4375,0.4375,0.4375,122.39012499999998,122.39012499999998,[],1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0,0,INDICAID COVID19 RAPID ANTIGEN,236,22.0,x,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,344.0,344,,INDICAID COVID-19 Rapid Antigen Test,,indicaid  rapidantigen,25T/kit,PHASE Scientific International Limited,phase scientific international limited,USA,,USA,Test approved by one or more SRA,US FDA EUA,,,True,False,False,False,False,https://www.fda.gov/media/139279/download,https://www.fda.gov/media/139279/download,,,,,,,,,,,Yes,INDICAID COVID19 RAPID ANTIGEN,INDICAID COVID19 RAPID ANTIGEN TEST,0.9230769230769231,1,25,344.0,,25.0,0
518,518,9211,2021-01-04 03:00:00,38220010,"Pelat, lembaran, film, foil dan strip dari plastik diresapi atau dilapisi reagen diagnosa atau laboratorium",NIKOMAS GEMILANG,"JALAN RAYA SERANG KM. 71, DESA TAMBAK, KECAMATAN KIBIN, KABUPATEN SERANG, BANTEN",ID - Indonesia,.,.,.,.,EXCELSIOR BIO-SYSTEM INCORPORATION,5F NO 8 LANE 143 HSIN MING RD NEI HU DIST AP TAIPEI CITY TAIWAN,Taiwan,0.0,10841.1,USD,14.67,Kg.,17.1,Kg.,120.0,BX,ALERT SARS-COV-2 ANTIBODY RAPID TEST (COVID-19),2,CT,0,0,0,0,SOEKARNO-HATTA (U),TAIPEI,8K,0,0,0.0,0.0,Taiwan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519,Indonesia 2021-version-13.csv,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ALERT SARS ANTIBODY RAPID TEST ,"['ALERT', 'SARS', 'ANTIBODY', 'RAPID', 'TEST']",[],[],1,[],1.0,Keyword found but no value,SARS-CoV-2 Antibody Rapid Diagnostic Tests,2021-01-04,1.0,7.21e-05,0.0097109,0.1546982,0.7719623,1.3638843,1.2295586,0.7591285,4.33e-05,10841.1,120.0,120.0,0.14250000000000002,0.14250000000000002,0.12225,0.12225,90.3425,90.3425,[],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,ALERT SARSCOV2 ANTIBODY RAPID TEST COVID19,237,20.0,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,659.0,659,,Sensitest Joysbio Antigen Rapid Test for Covid-19,,sensitest joysbio antigen rapid,nan,Sensitest The Netherlands BV,sensitest the netherlands bv,The Netherlands,,The Netherlands,Test approved by one or more regulatory bodies,,,,False,False,False,False,False,https://consultas.anvisa.gov.br/api/consulta/produtos/25351073671202092/anexo/A2419288/nomeArquivo/INSTRUCAO-DE-USO%20-%201%20de%201.DOC?Authorization=Guest,https://consultas.anvisa.gov.br/api/consulta/produtos/25351073671202092/anexo/A2419288/nomeArquivo/INSTRUCAO-DE-USO%20-%201%20de%201.DOC?Authorization=Guest,,,,,,,,,,,,ALERT SARSCOV2 ANTIBODY RAPID TEST COVID19,SENSITEST JOYSBIO ANTIGEN RAPID TEST FOR COVID19,0.6444444444444445,0,0,,,,0
519,519,9225,2021-01-04 03:00:00,38220090,Lain-lain,PT. ALERE HEALTH,"K-LINK TOWER LANTAI 18 ZONA D,E,DAN F JL.GATOT SUBROTO KAV.59A RT/RW 0",ID - Indonesia,.,.,.,.,ABBOTT RAPID DX INTERNATIONAL LIMITED,PARKMORE EAST BUSINESS PARK BALLYBRIT GALWAY GW,Ireland,0.0,41582579904.0,IDR,16217.08,Kg.,16607.0,Kg.,29664.0,EA,PANBIO COVID-19 AG RAPID T DEVICE 25T NP BAIK/BARU,0,PK,0,0,0,0,SOEKARNO-HATTA (U),INCHEON,GARUDA INDONESIA,0,0,0.0,0.0,North Korea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520,Indonesia 2021-version-13.csv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PANBIO AG RAPID T DEVICE 25T NP BAIKBARU,"['PANBIO', 'AG', 'RAPID', 'T', 'DEVICE', '25T', 'NP', 'BAIKBARU']",['25T'],['25T'],,['25'],25.0,Keyword and Value both are present,SARS-CoV-2 Antigen Rapid Diagnostic Tests,2021-01-04,1.0,7.21e-05,0.0097109,0.1546982,0.7719623,1.3638843,1.2295586,0.7591285,4.33e-05,2998104.0110784,29664.0,741600.0,0.5598368392664509,0.022393473570658035,0.5466922869471413,0.021867691477885653,101.06877060000001,4.0427508240000005,"['BOX', 'BOX', 'BOX']",0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,BOX,0,3,PANBIO COVID19 AG RAPID T DEVICE 25T NP BAIKBARU,238,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,0.0,0,75,,,,0
521,521,9229,2021-01-04 03:00:00,38220090,Lain-lain,PT SETIA ANUGRAH MEDIKA,JL MITRA MITRA SUNTER BOULEVARD B/39 YOS SUDARSO KAV.89 SUNTER JAKARTA,ID - Indonesia,.,.,.,.,HANGZHOU YUEDIXIN TRADING CO LTD,"ROOM 722, BUILDING 1,JIANGGAN DIST, HANGZHOU CITY",China,0.0,60983.61,USD,780.0,Kg.,3490.0,Kg.,52000.0,PCE,YHLO GLINE-2019-NCOV IGM/IGG ISI 20TES/KIT,0,CT,0,0,0,0,TANJUNG PRIOK,SHEKOU,SEATTLE C,0,0,0.0,0.0,China,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522,Indonesia 2021-version-13.csv,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,YHLO GLINE2019NCOV IGMIGG ISI 20TESKIT,"['YHLO', 'GLINE2019NCOV', 'IGMIGG', 'ISI', '20TESKIT']","['GLINE2019NCOV', '20TESKIT']",['20TESKIT'],,['20'],20.0,Keyword and Value both are present,SARS-CoV-2 Antibody Rapid Diagnostic Tests,2021-01-04,1.0,7.21e-05,0.0097109,0.1546982,0.7719623,1.3638843,1.2295586,0.7591285,4.33e-05,60983.61,52000.0,1040000.0,0.06711538461538462,0.0033557692307692307,0.015,0.00075,1.1727617307692308,0.05863808653846154,"['PCE', 'PCE', 'PCE']",0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,PCE,3,0,YHLO GLINE2019NCOV IGMIGG ISI 20TESKIT,239,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,0.0,0,75,,,,0
522,522,9237,2021-01-04 03:00:00,38220090,Lain-lain,PT. STANDARD BIOSENSOR INDONESIA,"L'AVENUE OFFICE TOWER LANTAI 21 UNIT C, JL. RAYA PASAR MINGGU KAV.16",ID - Indonesia,.,.,.,.,YAMA MEDICAL PRODUCTS PTE LTD,"57 UBI AVENUE 1, UBI CENTRE, 07-07 SINGAPORE 40893",Singapore,0.0,765525.0,USD,2753.0,Kg.,3169.0,Kg.,7000.0,KT,"STANDARD Q COVID-19 AG TEST, CAT NO. 09COV30D, LOT NO. QCO3020030C/C-1 BAIK & BARU",20,PX,0,0,0,0,SOEKARNO-HATTA (U),INCHEON INTL APT/SEOUL,GARUDA INDONESIA,0,0,0.0,0.0,North Korea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523,Indonesia 2021-version-13.csv,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,STANDARD Q AG TEST CAT NO 09COV30D LOT NO QCO3020030CC1 BAIK BARU,"['STANDARD', 'Q', 'AG', 'TEST', 'CAT', 'NO', '09COV30D', 'LOT', 'NO', 'QCO3020030CC1', 'BAIK', 'BARU']","['09COV30D', 'QCO3020030CC1']",[],1,[],1.0,Keyword found but no value,SARS-CoV-2 Antigen Rapid Diagnostic Tests,2021-01-04,1.0,7.21e-05,0.0097109,0.1546982,0.7719623,1.3638843,1.2295586,0.7591285,4.33e-05,765525.0,7000.0,7000.0,0.45271428571428574,0.45271428571428574,0.3932857142857143,0.3932857142857143,109.36071428571428,109.36071428571428,[],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,STANDARD Q COVID19 AG TEST CAT NO 09COV30D LOT NO QCO3020030CC1 BAIK BARU,240,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,0.0,0,0,,,,0
524,524,9269,2021-01-04 03:00:00,38220090,Lain-lain,PT SETIA ANUGRAH MEDIKA,JL MITRA MITRA SUNTER BOULEVARD B/39 YOS SUDARSO KAV.89 SUNTER JAKARTA,ID - Indonesia,.,.,.,.,HANGZHOU YUEDIXIN TRADING CO LTD,"ROOM 722, BUILDING 1,JIANGGAN DIST, HANGZHOU CITY",China,0.0,164186.64,USD,2100.0,Kg.,3490.0,Kg.,140000.0,PCE,YHLO GLINE-2019-NCOV IGM/IGG ISI 20TES/KIT,0,CT,0,0,0,0,TANJUNG PRIOK,SHEKOU,SEATTLE C,0,0,0.0,0.0,China,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525,Indonesia 2021-version-13.csv,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,YHLO GLINE2019NCOV IGMIGG ISI 20TESKIT,"['YHLO', 'GLINE2019NCOV', 'IGMIGG', 'ISI', '20TESKIT']","['GLINE2019NCOV', '20TESKIT']",['20TESKIT'],,['20'],20.0,Keyword and Value both are present,SARS-CoV-2 Antibody Rapid Diagnostic Tests,2021-01-04,1.0,7.21e-05,0.0097109,0.1546982,0.7719623,1.3638843,1.2295586,0.7591285,4.33e-05,164186.64,140000.0,2800000.0,0.02492857142857143,0.0012464285714285715,0.015,0.00075,1.1727617142857143,0.05863808571428572,"['PCE', 'PCE', 'PCE']",0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,PCE,3,0,YHLO GLINE2019NCOV IGMIGG ISI 20TESKIT,241,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,0.0,0,75,,,,0
525,525,9297,2021-01-04 03:00:00,38220090,Lain-lain,PT. INTERSKALA MEDIKA INDONESIA,"GREEN SEDAYU BIZ PARK BLOK DM 9/62, JALAN DAAN MOGOT KM.18, KEL. KALID",ID - Indonesia,.,.,.,.,"ANHUI DEEPBLUE MEDICAL TECHNOLOGY CO.,LT",ADD:1#. D ZONE FOUR FLOOR. PEARL  INDUSTRIAL PARK,China,0.0,587491.7,USD,4350.0,Kg.,4720.0,Kg.,300000.0,PCE,DEEPBLUE COVID-19 (SARS-COV-2) ANTIGEN TEST KIT (COLLOIDAL GOLD),240,CT,0,0,0,0,SOEKARNO-HATTA (U),SHANGHAI,CI5896,0,0,0.0,0.0,China,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526,Indonesia 2021-version-13.csv,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,DEEPBLUE SARS ANTIGEN TEST KIT COLLOIDAL GOLD,"['DEEPBLUE', 'SARS', 'ANTIGEN', 'TEST', 'KIT', 'COLLOIDAL', 'GOLD']",[],[],,[],1.0,Keyword found but no value,SARS-CoV-2 Antigen Rapid Diagnostic Tests,2021-01-04,1.0,7.21e-05,0.0097109,0.1546982,0.7719623,1.3638843,1.2295586,0.7591285,4.33e-05,587491.7,300000.0,300000.0,0.015733333333333332,0.015733333333333332,0.0145,0.0145,1.9583056666666665,1.9583056666666665,"['PCE', 'BOX', 'PCE', 'BOX', 'PCE', 'BOX']",1,1.0,1.0,1.0,1.0,1.0,1.0,3.0,PCE,3,0,DEEPBLUE COVID19 SARSCOV2 ANTIGEN TEST KIT COLLOIDAL GOLD,242,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,0.0,0,75,,,,0
527,527,9304,2021-01-04 03:00:00,38220090,Lain-lain,PT MITRA BAHAGIA CITRA MEDIKA,JL.RAYA KALIRUNGKUT 27 BLOK C/63 KALIRUNGKUT,ID - Indonesia,.,.,.,.,"HANGZHOU ALLTEST BIOTECH CO.,LTD","550# YINHAI ROAD,BAIYANG STREET, HANGZHOU CHINA ┬╢",China,0.0,2500.0,USD,19.6,Kg.,21.6,Kg.,1000.0,PCE,COVID-19 ANTIGEN RAPID TEST ┬╢,2,CT,0,0,0,0,JUANDA (U)-SURABAYA,HANGZHOU,SINGAPORE AIRLINES,0,0,0.0,0.0,China,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528,Indonesia 2021-version-13.csv,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, ANTIGEN RAPID TEST ,"['ANTIGEN', 'RAPID', 'TEST']",[],[],,[],1.0,Keyword found but no value,SARS-CoV-2 Antigen Rapid Diagnostic Tests,2021-01-04,1.0,7.21e-05,0.0097109,0.1546982,0.7719623,1.3638843,1.2295586,0.7591285,4.33e-05,2500.0,1000.0,1000.0,0.0216,0.0216,0.019600000000000003,0.019600000000000003,2.5,2.5,"['PCE', 'BOX', 'PCE', 'BOX', 'PCE', 'BOX']",1,1.0,1.0,1.0,1.0,1.0,1.0,4.0,PCE,3,0,COVID19 ANTIGEN RAPID TEST ,243,21.0,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,171.0,171,,COVID-19 Antigen Rapid test,,antigen rapid,nan,ForaCare Suisse AG,foracare suisse ag,Switzerland,,Switzerland,Test in development or commercialized,,,,False,False,False,False,False,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,ZAF0212,,,COVID19 ANTIGEN RAPID TEST ,COVID19 ANTIGEN RAPID TEST,0.9811320754716981,1,100,171.0,,,0
534,534,9361,2021-01-04 03:00:00,38220090,Lain-lain,PT.ROCHE INDONESIA,"GEDUNG AIA LANTAI 32,33,35,36 JL.JEND.SUDIRMAN 48A-003/004,KARET SEMAN",ID - Indonesia,.,.,.,.,ROCHE DIAGNOSTICS INTERNATIONAL LTD,FORRENSTRASSE 2 CH-6343 ROTKREUZ/SWITZERLAND,Switzerland,0.0,9814608000.0,IDR,1736.64,Kg.,2360.0,Kg.,4320.0,PCE,SARS-COV-2 RAPID AG TEST 25T. (EN) BAIK/BARU,0,PK,0,0,0,0,SOEKARNO-HATTA (U),FRANKFURT AM MAIN,CARGOLUX,0,0,0.0,0.0,North Korea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,Indonesia 2021-version-13.csv,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SARS RAPID AG TEST 25T EN BAIKBARU,"['SARS', 'RAPID', 'AG', 'TEST', '25T', 'EN', 'BAIKBARU']",['25T'],['25T'],,['25'],25.0,Keyword and Value both are present,SARS-CoV-2 Antigen Rapid Diagnostic Tests,2021-01-04,1.0,7.21e-05,0.0097109,0.1546982,0.7719623,1.3638843,1.2295586,0.7591285,4.33e-05,707633.2368000001,4320.0,108000.0,0.5462962962962963,0.02185185185185185,0.402,0.01608,163.80399000000003,6.5521596,"['BOX', 'BOX', 'BOX']",0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,BOX,0,3,SARSCOV2 RAPID AG TEST 25T EN BAIKBARU,244,19.0,,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,1141.0,1141,QC03810411 QC03810471 QC03810521,SARS-CoV-2 Rapid Ag Test (Nasal),,rapid ag  nasal,nan,"SD Biosensor, Korea (Supplied by RocheDiagnostics)",sd biosensor korea supplied rochediagnostics,,,,,,,,False,False,False,False,False,,,,,,,,,IND0098,,,,,SARSCOV2 RAPID AG TEST 25T EN BAIKBARU,SARSCOV2 RAPID AG TEST NASAL,0.7878787878787878,1,100,1141.0,,,0
536,536,9379,2021-01-04 03:00:00,38220090,Lain-lain,PT. ALERE HEALTH,"K-LINK TOWER LANTAI 18 ZONA D,E,DAN F JL.GATOT SUBROTO KAV.59A RT/RW 0",ID - Indonesia,.,.,.,.,ABBOTT RAPID DX INTERNATIONAL LIMITED,PARKMORE EAST BUSINESS PARK BALLYBRIT GALWAY GW,Ireland,0.0,42524580096.0,IDR,16588.38,Kg.,16594.0,Kg.,30336.0,EA,PANBIO COVID-19 AG RAPID T DEVICE 25T NP BAIK/BARU,0,PK,0,0,0,0,SOEKARNO-HATTA (U),INCHEON,GARUDA INDONESIA,0,0,0.0,0.0,North Korea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537,Indonesia 2021-version-13.csv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PANBIO AG RAPID T DEVICE 25T NP BAIKBARU,"['PANBIO', 'AG', 'RAPID', 'T', 'DEVICE', '25T', 'NP', 'BAIKBARU']",['25T'],['25T'],,['25'],25.0,Keyword and Value both are present,SARS-CoV-2 Antigen Rapid Diagnostic Tests,2021-01-04,1.0,7.21e-05,0.0097109,0.1546982,0.7719623,1.3638843,1.2295586,0.7591285,4.33e-05,3066022.2249216,30336.0,758400.0,0.5470068565400844,0.021880274261603376,0.5468215981012658,0.021872863924050634,101.0687706,4.042750824,"['BOX', 'BOX', 'BOX']",0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,BOX,0,3,PANBIO COVID19 AG RAPID T DEVICE 25T NP BAIKBARU,245,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,0.0,0,75,,,,0
537,537,9382,2021-01-02 03:00:00,38220090,Lain-lain,PT. MACROCITRA ARDANASEJATI,RUKAN TAMAN MERUYA BLOK M-65 JAKARTA 11620 INDONESIA,ID - Indonesia,.,.,.,.,"HANGZHOU BIOTEST BIOTECH CO., LTD","17 FUTAI ROAD ZHONGTAI STREET,YUHANG DISTRICT HANG",China,0.0,1086656.25,CNY,1161.0,Kg.,1161.0,Kg.,125000.0,PCE,RIGHTSIGN COVID-19 IGG/IGM RAPID TEST CASSETTE (WHOLE BLOOD/SERUM/PLASMA),0,PK,0,0,0,0,SOEKARNO-HATTA (U),SHANGHAI,GARUDA INDONESIA,0,0,0.0,0.0,China,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538,Indonesia 2021-version-13.csv,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RIGHTSIGN IGGIGM RAPID TEST CASSETTE WHOLE BLOODSERUMPLASMA,"['RIGHTSIGN', 'IGGIGM', 'RAPID', 'TEST', 'CASSETTE', 'WHOLE', 'BLOODSERUMPLASMA']",[],[],,[],1.0,Keyword found but no value,SARS-CoV-2 Antibody Rapid Diagnostic Tests,2021-01-02,1.0,7.12e-05,0.0097012,0.1529567,0.7719623,1.3650014,1.2271444,0.7566013,4.33e-05,166211.354034375,125000.0,125000.0,0.009288,0.009288,0.009288,0.009288,1.3296908322749998,1.3296908322749998,"['PCE', 'BOX']",1,0.0,0.0,0.0,0.0,1.0,1.0,2.0,PCE,1,0,RIGHTSIGN COVID19 IGGIGM RAPID TEST CASSETTE WHOLE BLOODSERUMPLASMA,246,20.0,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,849.0,849,,BIOZEK Medical COVID-19 IgG/IgM Rapid Test Cassette (Whole blood/serum/plasma),BIOZEKMedicalCOVID19IgGIgMRapidTestCassetteWholebloodserumplasma,biozek medical  iggigm rapid  cassette whole bloodserumplasma,nan,INZEK INTERNATIONAL TRADING B.V.,inzek international trading bv,,,,,,,,False,False,False,False,False,,,,,,,,,,IDN0120,,,,RIGHTSIGN COVID19 IGGIGM RAPID TEST CASSETTE WHOLE BLOODSERUMPLASMA,BIOZEK MEDICAL COVID19 IGGIGM RAPID TEST CASSETTE WHOLE BLOODSERUMPLASMA,0.8633093525179856,1,50,849.0,,,0
539,539,9388,2021-01-02 03:00:00,38220090,Lain-lain,PT. VIPRO MEDITECH PRATAMA,"PURI METROPOLITAN BLOK G1 NO.21, PETIR, CIPONDOH, TANGERANG KEL. PETIR",ID - Indonesia,.,.,.,.,"ASSURE TECH (HANGZHOU) CO.,LIMITED","3RD FLOOR, BUILDING 4, NO.1418-50, MOGANSHAN ROAD,",China,0.0,170451.78,USD,1377.0,Kg.,1377.0,Kg.,70000.0,PCE,"COVID-19 ANTIGEN RAPID TEST DEVICE (NASOPHARYNGEAL/OROPHARYNGEAL SWAB), 20 PCS/BOX ECOTEST PACK",0,CT,0,0,0,0,SOEKARNO-HATTA (U),SHANGHAI,CHINA AIRLINES,0,0,0.0,0.0,China,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540,Indonesia 2021-version-13.csv,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0, ANTIGEN RAPID TEST DEVICE NASOPHARYNGEALOROPHARYNGEAL SWAB 20 PCSBOX ECOTEST PACK,"['ANTIGEN', 'RAPID', 'TEST', 'DEVICE', 'NASOPHARYNGEALOROPHARYNGEAL', 'SWAB', '20', 'PCSBOX', 'ECOTEST', 'PACK']",['20'],['20'],,['20'],20.0,Keyword and Value both are present,SARS-CoV-2 Antigen Rapid Diagnostic Tests,2021-01-02,1.0,7.12e-05,0.0097012,0.1529567,0.7719623,1.3650014,1.2271444,0.7566013,4.33e-05,170451.78,70000.0,1400000.0,0.019671428571428572,0.0009835714285714285,0.019671428571428572,0.0009835714285714285,2.4350254285714286,0.12175127142857142,"['PCE', 'PCE', 'PCE']",0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,PCE,3,0,COVID19 ANTIGEN RAPID TEST DEVICE NASOPHARYNGEALOROPHARYNGEAL SWAB 20 PCSBOX ECOTEST PACK,247,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,0.0,0,75,,,,0
