NO,IMPORTER NAME,IMPORTER ADDRESS,CITY STATE,TEL,FAX,E-MAIL,WEB,source_data_row,source_file_name
263,MANIPAL HEALTH ENTERPRISES PVT LIMITED,"N0.14, MANIPAL TOWERS, 6TH FLOOR,AIRPORT ROAD, ",BANGALORE,.,.,.,.,263,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
264,AASHISH BIO BUSINESS PVT. LTD.,"2-2-22/A, 1St Floor, Pan Bazaar  M.G.Road , 500003",Secunderabad.Ap,.,.,.,.,264,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
265,"BHAMIS RESEARCH LABORATORY PVT.LTD,","Door No.13-10-1372, Mahamaye Temple Road, Casaba Bazar Vıllage, , ","Mangalore, Karnataka",.,.,.,.,265,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
266,CENTRAL DRUG HOUSE PVT LTD.,"7/28,Vardaan Lhouse,Mahabir, Mahabir Srreeet,Ansari Road, 110002",New Delhi,.,.,.,.,266,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
267,FEBRIS LIFESCIENCES,"PLOT NO.85, 2NF DLOOR, SHOP NO.1, PRASANTH NAGAR, KUKATPALLY,","HYDERABAD, AP.",.,.,.,.,267,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
268,BLUGWORKS RESEARCH INDIA PVT LTD,"C/O Blug Works Research (I) (P) Ltd  Prestıge Regent, Plaace No.8, 28/2, , ","Thubarahallı Vıllage, Bangalore",.,.,.,.,268,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
269,PIONEER HI-BRED PRIVATE LIMITED,"6-3-1099/1100, 3Rd Floor, Babukhans  Mıllennıum Centre, Raj Bhavan Road, , ","Hyderabad, Telangana",.,.,.,.,269,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
270,S S BIOANALYTICS,"No.19-22/2, Goutham Nagar, Malkajgırı, , ","Hyderabad, Telangana.",.,.,.,.,270,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
271,SHREYA CORPORATION,"32/A, Abhıshek Soc, Near Vrajdhammandır, Manjalpur, Baroda , ",Gujarat,.,.,.,.,271,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
272,SYNZEAL RESEARCH PRIVATE LIMITED,"A-302, Ganesh Sopan, Nr.Ganesh  House,Chenpur Road,New Ranıp, , ","Ahmedabad, Gujarat, Indıa",.,.,.,.,272,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
273,CLEVERGENE BIOCORP PRIVATE LIMITED,.,India,.,.,.,.,273,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
274,"RAJIV GANDHI CENTRE FOR BIOTECHNOLOGY,.",.,India,.,.,.,.,274,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
275,M/S. CENTRE FOR DNA FINGERPRINTING & DIAGNOSTICS,.,India,.,.,.,.,275,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
276,KARWA ENTERPRISES PRIVATE LIMITED,.,India,.,.,.,.,276,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
277,CENTRAL UNIVERSITY OF TAMIL NADU,.,IN - India,.,.,.,.,277,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
278,M/S.NATIONAL INSTITUTE OF BIOLOGICALS,.,India,.,.,.,.,278,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
279,A.I.C SPECIALITIES,"No125 Old No.56, Langs Garden Road,Pin-600002","IN - Pudupet, Tamil Nadu",919841020266,.,chennai@aicgroup.in,www.aicgroup.in,279,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
280,BHAGWATI TRADING COMPANY.,"Shop No. 01, Club Market,Pin-132001","IN - Karnal, Haryana",919996075004,.,advocatenitingupta@gmail.com,.,280,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
281,CLIWIS LAB PRIVATE LIMITED,.,IN - India,.,.,.,.,281,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
282,DEEKSHA ANALYTICAL PRIVATE LIMITED.,.,IN - India,.,.,.,.,282,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
283,NAVIGENE GENETIC SCIENCE PVT. LTD.,"India Co. Centre, 4Th Floor, Symphony, Survey No 210 A-1, Range, Pin-411020","IN - Hills Road, Shivajinagar, Pune/Mah",111111,.,manish@incucapital.com,www.incucapital.com,283,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
284,HOTGEN BIOTECH INDIA PRIVATE LIMITED,.,IN - India,.,.,.,.,284,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
285,BIOTECH DESK PVT LTD,BLOCK A 9 TH FLOOR FLAT NO 902 IDA NACHARAM NO 12 RD HYDERABAD LIFE CHEMICALS INC 1ADIXIE AVENUE NIAGARA ON THE LAKE ONTARIO L0S 1J0 КАНАДА LIFE CHEMICALS INC 1ADIXIE AVENUE NIAGARA ON THE LAKE ONTARIO L0S 1J0 КАНАДА,IN - India,.,.,.,.,285,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
286,HETERO BIOPHARMA LTD,"509301, , TELANGANA, SY NO 458 TSIIC FORMULATION SEZ POLEPALLY JADCHERL,",IN - India,.,.,.,.,286,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
1,"INVITROGEN BIOSERVICES INDIA P.LTD,","GROUND FLOOR,CITIUS,FIRST TECHNOLOGY PLACE,NO.3,EXPORT PROMOTION INDUS","TRIAL PARK,WHITEFIELD,BANGALORE",.,.,.,.,1,INDIA ALL 2021 HS 382200 MARCH.xlsx
2,CHROMACHEMIE LABORATORY PRIVATE LIMITED,"Nagesh Buıldıng, Room No. 1 & 2, 1St Floor, No.163, 1St Maın Road Sheshadrıpuram , ",Bangalore,.,.,.,.,2,INDIA ALL 2021 HS 382200 MARCH.xlsx
3,LGC PROMOCHEM INDIA PVT LTD,"No.142, 3Rd Floor,5Th Cross, R.M.V.Extensıon, , 560080",Bangalore,.,.,.,.,3,INDIA ALL 2021 HS 382200 MARCH.xlsx
4,SIEMENS HEALTHCARE PRIVATE LIMITED,"130, Pandurang Budhkar Marg,,Mumba I, , Pin-400018","Maharashtra,Maharashtra",918422975557,.,"smita.ambre@siemens.com, naik.sachin@siemens.com",www.siemens.com,4,INDIA ALL 2021 HS 382200 MARCH.xlsx
5,QIAGEN INDIA PRIVATE LIMITED,"Samyak Towers,39 Pusa Road,  Karol Bagh , 110005",New Delhi,.,.,.,.,5,INDIA ALL 2021 HS 382200 MARCH.xlsx
6,ROCHE DIAGNOSTICS INDIA PVT.LTD.,"PLOT NO. 114 ROADX NO.15, MIDCANDHERI (EAST)",MUMBAI,.,.,.,.,6,INDIA ALL 2021 HS 382200 MARCH.xlsx
7,ABBOTT HEALTH CARE PRIVATE LIMITED,"Unit Nos.3&4,Corporate Park,, Sion-Trombay Road,Chembur,, 400071",Mumbai.Maharashtra,5978888,5978846,.,.,7,INDIA ALL 2021 HS 382200 MARCH.xlsx
8,SIGMA ALDRICH CHEMICALS P LTD,"PLOT.NO.12,BOMMASANDRA-JIGANI LINKROAD,INDL.AREA,ANEKAL TQ,",IN - Bangalore,91 80 6621 9600,91 80 6621 9550,.,www.sigmaaldrich.com,8,INDIA ALL 2021 HS 382200 MARCH.xlsx
9,SUTRON HYDROMET SYSTEMS PRIVATE LIMITED,"D-193, 2ND FLOOR , OKHLA INDUSTRIALAREA PHASE-1",NEW DELHI,.,.,.,.,9,INDIA ALL 2021 HS 382200 MARCH.xlsx
10,THERMO FISHER SCIENTIFIC INDIA PRIVATE LIMITED,"403-404, B Wing,Delphi, Hiranandani Business Park,Powai, 400072",IN - Mumbai,67162200 / 67162244,.,arvind.sonawane@thermofisher.com,www.corporate.thermofisher.com,10,INDIA ALL 2021 HS 382200 MARCH.xlsx
11,DHL LOGISTICS PVT. LTD,"8Th Floor,Leela Galleria,Andheri, Kurla Road,Andheri (E),, 400059","Mumbai,Maharashtra",+91 22 67370700,.,rodney.pereira@dhl.com,.,11,INDIA ALL 2021 HS 382200 MARCH.xlsx
12,AGILENT TECHNOLOGIES INDIA PVT LTD,"TRIPATI PLAZA PLOT # 11, SECTOR-XI,2NDFLOOR, DWARKA,",NEW DELHI,.,.,.,.,12,INDIA ALL 2021 HS 382200 MARCH.xlsx
13,MINDRAY MEDICAL INDIA PRIVATE LIMITED,"B-404, City Point, Andheri Kurla, Road, Andheri (E),, 400059","Mumbai, Maharashtra",02240200000/02240200,.,vareesh.saxena@mindray.com,.,13,INDIA ALL 2021 HS 382200 MARCH.xlsx
14,RANDOX LABORATORIES INDIA PRIVATE LIMITED,"3Rd Flr.,Godrej Colıseum,Somaıyahospıtal Road, Off Eastern Express , 400022","Hıghway,Sıon E,Mumbaı, Maharashtra",.,.,.,.,14,INDIA ALL 2021 HS 382200 MARCH.xlsx
15,PERKIN ELMER (INDIA) PVT. LTD.,"Unit No.3,8Th Floor,B Wing,Trade, Star,Opp.Lotus Suites,J.B.Nagar,, 400059","Andheri,Maharashtra.",9102225334645,91-02225335940,bhaleraosq@labindia.com,.,15,INDIA ALL 2021 HS 382200 MARCH.xlsx
16,IMMUNOSHOP INDIA PVT. LTD.,"309, Raheja , Sector No.11,Cbd Belapur, , ",Mumbai,.,.,.,.,16,INDIA ALL 2021 HS 382200 MARCH.xlsx
17,PROMEGA BIOTECH INDIA PRIVATE LIMITED,"VASAIKAR HOUSE, 296, CADELL ROAD, DADAR WEST, ,",MUMBAI,.,.,.,.,17,INDIA ALL 2021 HS 382200 MARCH.xlsx
18,"ORTHO CLINICAL DIAGNOSTICS INDIA PVT.LTD.,","Unıt No. 403, 4Th Floor, Leela  Busıness Park, Andherı Kurla Rd., , ","Andherı-East, Mumbaı, Maharashtra",.,.,.,.,18,INDIA ALL 2021 HS 382200 MARCH.xlsx
19,SYSMEX INDIA PVT. LTD.,"308,Ascot Centre,Sahar Airport Road, Next To Hotel Le Royal Mesridien,, 400099","Andheri[E],Mumbai",022-28224040/4050,.,.,.,19,INDIA ALL 2021 HS 382200 MARCH.xlsx
20,SNIBE DIAGNOSTIC (INDIA) PRIVATE LIMITED.,.,IN - India,.,.,.,.,20,INDIA ALL 2021 HS 382200 MARCH.xlsx
21,BIO RAD LABORATORIES (INDIA) PVT.LTD.,"PLOTNOB&B-1 VANIJYA NIKUNJUDYOG VIHAR,PHASE.V",GURGAON,.,.,.,.,21,INDIA ALL 2021 HS 382200 MARCH.xlsx
22,S.P.ANALYTICAL.,"Room No.503, Mıchael Plaza,Plot No.106, Chembur West, Mumbaı.Mukund Ngr,Pl Lokhande Marg, , 400089","Mukund Ngr,Pl Lokhande Marg,",.,.,.,.,22,INDIA ALL 2021 HS 382200 MARCH.xlsx
23,DIASYS DIAGNOSTICS INDIA PRIVATE LIMITED.,"Unıt No. 3B-33 & 34, 3Rd Floor,  Phoenıx Paragon Plaza,Lbs Marg, , ","Kurla West, Mumbaı, Maharashtra",.,.,.,.,23,INDIA ALL 2021 HS 382200 MARCH.xlsx
24,SYNGENE INTERNATIONAL LIMITED,"20Th Km, Hosur Road,Electronıc Cıty P.O. , 560100",Bangalore,.,.,.,.,24,INDIA ALL 2021 HS 382200 MARCH.xlsx
25,DSS TAKARA BIO INDIA PVT LTD,A-5 MOHAN CO-OPP INDUSTRIAL ESTATE MATHURA ROAD,NEW DELHI,.,.,.,.,25,INDIA ALL 2021 HS 382200 MARCH.xlsx
26,DENOVO TECHNOLOGIES,.,IN - India,.,.,.,.,26,INDIA ALL 2021 HS 382200 MARCH.xlsx
27,BI BIOTECH INDIA PRIVATE LIMITED,"B. 29/10 , NANDIGRAMLANKA",VARANASI,.,.,.,.,27,INDIA ALL 2021 HS 382200 MARCH.xlsx
28,VISION DIAGNOSTIC (INDIA) PVT.LTD.,"S-4, KIRAN JYOTI COMPLEX,IIND FLOOR, PLOT NO.82, PRATAP","NEAR SUPEREME ENCLAVE, MAYUR VIHAR",.,.,.,.,28,INDIA ALL 2021 HS 382200 MARCH.xlsx
29,BIOGENE INDIA,"C-3, 204, 2ND FLOOR,POOJA HOUSE,KARAMPURA COMMERCIAL COMPLEX,","NEW DELHI ,",.,.,.,.,29,INDIA ALL 2021 HS 382200 MARCH.xlsx
30,DIATEK HEALTHCARE PRIVATE LIMITED,"P- 27,KALINDI HOUSING SCHEME ","KOLKATA, W.B.",.,.,.,.,30,INDIA ALL 2021 HS 382200 MARCH.xlsx
31,BIOTECHNO LABS,"9/9, 1St Plot Near Goushala Mandır  ,Kıshangarh, Vasant Kunj, , ",New Delhi,.,.,.,.,31,INDIA ALL 2021 HS 382200 MARCH.xlsx
32,"ULTRA INSTRUMENTS,","NO.39/1-9&10,ULTRA MANOR, 3RD FLOORKRISHNA EXTENSION, HULIMAVU,",BANGALORE,.,.,.,.,32,INDIA ALL 2021 HS 382200 MARCH.xlsx
33,"AXYGEN SCIENETIFIC PVT. LTD.,","72,The Mall,, , 173212",Solan (Hp),01792-222291,.,genaxy@vsnl.com,.,33,INDIA ALL 2021 HS 382200 MARCH.xlsx
34,SCIENTIFIC PRODUCTS (INDIA) PVT.LTD.,"403 - 404,B Wing,Delphi, Hiranandan Business Park Powai, 400076",Mumbai Maharashtra,022-67162236,.,uday.dixit@thermafisher.com,.,34,INDIA ALL 2021 HS 382200 MARCH.xlsx
35,PPD PHARMACEUTICAL DEVELOPMENT (I) PVT. LTD.,"01-DYNASTY B-WING (KANAKIA SPACES)ANDHERI KURLA RD.ANDHERI (EAST),","MUMBAI,MAHARASHTRA",.,.,.,.,35,INDIA ALL 2021 HS 382200 MARCH.xlsx
36,PREMAS LIFE SCIENCES PRIVATE LIMITED,.,India,.,.,.,.,36,INDIA ALL 2021 HS 382200 MARCH.xlsx
37,"ALLIED SCIENTIFIC PRODUCTS.,","35, DURGAPURE LANE,",KOLKATA(W.B.),.,.,.,.,37,INDIA ALL 2021 HS 382200 MARCH.xlsx
38,SERUM INSTITUTE OF INDIA LIMITED,"212/2 Hadapsar, Off:Soli Poonawalla Road, 411028","Pune,Maharashtra",919823136112,.,exim_pg@vsnl.net,.,38,INDIA ALL 2021 HS 382200 MARCH.xlsx
39,POCT SERVICES PRIVATE LIMITED,"280/9, Blunt Square , ",Lucknow U.P.,.,.,.,.,39,INDIA ALL 2021 HS 382200 MARCH.xlsx
40,TOSHVIN ANALYTICAL PVT. LTD.,"103,S.J.House,Sıtaram Mıllscompound,N.M.Joshı Marg,Lower Parel , 400011",Mumbai,.,.,.,.,40,INDIA ALL 2021 HS 382200 MARCH.xlsx
41,EDIF MEDICAL SYSTEMS,"E-77/1, 2ND FLOOR ABUL FAZAL ENCLAVE, JANIA NAGAR OKHLA, NEW DELHI ","OKHLA, NEW DELHI",.,.,.,.,41,INDIA ALL 2021 HS 382200 MARCH.xlsx
42,STAR MICRONIC DEVICES,3453/5 DELHI CHAMBER BUILDINGNEAR DELHI GATE,NEW DELHI,.,.,.,.,42,INDIA ALL 2021 HS 382200 MARCH.xlsx
43,INSTRUMENTATION LABORATORY INDIA PVT. LTD.,"2Nd Floor,C-60,C-Blo0Ck Community, Centre,Janakpuri,, 110058",New Delhi,01125510137,.,atulgoyal@il-india.com,.,43,INDIA ALL 2021 HS 382200 MARCH.xlsx
44,KRISHGEN BIOSYSTEMS,"135/137,Sonawala Bldg.,2Nd Floor,, Zaveri Bazar,, 400002","Mumbai,Maharashtra.",56372990,23415020,.,.,44,INDIA ALL 2021 HS 382200 MARCH.xlsx
45,"PEERLESS BIOTECH PRIVATE LTD.,","BLOCK-C, 36/37, MILLENIUM HOUSE,M.K.S.NAGAR MAIN ROAD, 140, OLD","MAHABALIPURAM ROAD, CHENNAI",.,.,.,.,45,INDIA ALL 2021 HS 382200 MARCH.xlsx
46,IMMUNOCONCEPT INDIA PRIVATELTD.,"F-242 A, Ground Floor, Lane No. 7,  Pandav Nagar, , ",New Delhi,.,.,.,.,46,INDIA ALL 2021 HS 382200 MARCH.xlsx
47,WELDON BIOTECH (INDIA) PVT.LTD.,"32-E, IST FLOOR, PATPARGANJ,MAYUR VIHAR, PHASE-I,",DELHI,.,.,.,.,47,INDIA ALL 2021 HS 382200 MARCH.xlsx
48,ANAND BROTHERS.,"PLOTNO.-5, LOCAL SHOPPING CENTREBEHIND MILAN CINEMA KARAMPURA",NEW DELHI,.,.,.,.,48,INDIA ALL 2021 HS 382200 MARCH.xlsx
49,MATRIX LABORATORIES LTD,Building 4 Trident Place Mosquito Way Hatfield Hertfordshire AL10 9UL,"Hyderabad,Andhra Pradesh",+44 (0)1707 853000,+44 (0)1707 261803,.,www.mylan.com,49,INDIA ALL 2021 HS 382200 MARCH.xlsx
50,TRIDENT EQUIPMENTS PVT.LTD.,"F-409/410,Kailash Indl Complex,, Park Site,Vikhroli-West, 400079","Mumbai,Maharashtra",022 25181706/5463,.,triequip@vsnl.com,.,50,INDIA ALL 2021 HS 382200 MARCH.xlsx
51,SUCOPEIA REFERENCE STANDARDS (OPC) P LTD,"N0.102, 1St Floor 20Th Cross,7Th  Maın Road, Btm Layout,2Nd Stage , ",Bangalore,.,.,.,.,51,INDIA ALL 2021 HS 382200 MARCH.xlsx
52,MYGENE LIFE SOLUTIONS LLP,.,India,.,.,.,.,52,INDIA ALL 2021 HS 382200 MARCH.xlsx
53,SYNDICATE DIAGNOSTICS PVT.LTD.,"223, 1St Floor, Bıchoon Market,  Kıshanpole Bazar , 302029",Jaipur,.,.,.,.,53,INDIA ALL 2021 HS 382200 MARCH.xlsx
54,EVERON LIFE SCIENCES,.,India,.,.,.,.,54,INDIA ALL 2021 HS 382200 MARCH.xlsx
55,RECKON DIAGNOSTICS PVT. LTD.,"3/7 Industrial Estate, Gorwa, 390016","Baroda,Gujrat",381631,.,mail@reckondiagnostics.com,.,55,INDIA ALL 2021 HS 382200 MARCH.xlsx
56,ONNSYNEX VENTURES PRIVATE LIMITED,.,IN - India,.,.,.,.,56,INDIA ALL 2021 HS 382200 MARCH.xlsx
57,"ADINATH VETERINARY PRODUCTS PVT. LTD,","B 10, MIG MAIN ROAD, 101, SIDDHI VINAYAK PLAZA OPP ANDHRA BANK,",INDORE (MP),.,.,.,.,57,INDIA ALL 2021 HS 382200 MARCH.xlsx
58,PATHNSITU BIOTECHNOLOGIES PVT LTD,"D.No.3-14-54, Shaılajapurı Colony, Mansoorabad, , 500049",Hyderabad,.,.,.,.,58,INDIA ALL 2021 HS 382200 MARCH.xlsx
59,SHREE SIDDHIVINAYAK ENTERPRISE,"B-2, Vinayak Appartment, Behind Vibhavari Society, Vejalpur Road, Jivrajpark, , NA",India,.,.,.,.,59,INDIA ALL 2021 HS 382200 MARCH.xlsx
60,QUINTILES RESEARCH (INDIA) P LTD,"2B,Nıtesh Broadway,9/3,M.G.Road, , 560001",Bangalore,.,.,.,.,60,INDIA ALL 2021 HS 382200 MARCH.xlsx
61,"GENOTYPIC TECHNOLOGY PRIVATE LIMITED,","53, Thanneer Thottı Street,  Mugasımangalam, Alanthuraı Post, , 641101",Tamil Nadu,.,.,.,.,61,INDIA ALL 2021 HS 382200 MARCH.xlsx
62,UNIVERSAL BIOTECHNOLOGY,"215, VARDHMAN PLAZA-1 RAJOURI GARDEN",NEW DELHI,.,.,.,.,62,INDIA ALL 2021 HS 382200 MARCH.xlsx
63,INSTITUTE OF LIFE SCIENCES,.,India,.,.,.,.,63,INDIA ALL 2021 HS 382200 MARCH.xlsx
64,LIFESIGN HEALTHCARE PRIVATE LIMITED,.,IN - India,.,.,.,.,64,INDIA ALL 2021 HS 382200 MARCH.xlsx
65,"VWR LAB PRODUCTS PVT.LTD,","2Nd Floor,Front Wıng,135/12,Brıgade  Towers,Brıgade Road , 560025",Bangalore,.,.,.,.,65,INDIA ALL 2021 HS 382200 MARCH.xlsx
66,GENOCARE INDIA,.,India,.,.,.,.,66,INDIA ALL 2021 HS 382200 MARCH.xlsx
67,TECHNOMAXX FORENSICS P.LTD,"2/K-4, NEAR HANUMAN MANDIR",FARIDABAD,.,.,.,.,67,INDIA ALL 2021 HS 382200 MARCH.xlsx
68,BIO SCIENCE SALES CORPORATION,"C-6B/17, Janakpuri, 110058",New Delhi,01122452133,.,maheshtyagi5@gmail.com,.,68,INDIA ALL 2021 HS 382200 MARCH.xlsx
69,ILLUME GENE INDIA LLP,.,IN - India,.,.,.,.,69,INDIA ALL 2021 HS 382200 MARCH.xlsx
70,INVENIOLIFE TECHNOLOGY PVT. LTD,"C-701,Sector-8, Kharghar,  Navı Mumbaı, , 410210",Maharashtra,.,.,.,.,70,INDIA ALL 2021 HS 382200 MARCH.xlsx
71,METROHM INDIA LIMITED,"NO.13(OLD NO.4/1), 1ST AVENUE,INDIRA NAGAR, ADYAR,","CHENNAI, TAMIL NADU-",.,.,.,.,71,INDIA ALL 2021 HS 382200 MARCH.xlsx
72,UNITED STATES PHARMACOPEIA INDIA PRIVATE LIMITED,"106, FIRST FLOOR , ASHOKA BHOOPALCHAMBERS BEGUMPET, S.P. ROAD,",HYDERABAD-A.P.,.,.,.,.,72,INDIA ALL 2021 HS 382200 MARCH.xlsx
73,ARK DIAGNOSTIC SYSTEM PVT LTD,"A 11, Gırıraj Industrıal Estate, Mahakalı Caves Rd.,Andherı East , ",Mumbai,.,.,.,.,73,INDIA ALL 2021 HS 382200 MARCH.xlsx
74,DOUBLE HELIX,.,IN - India,.,.,.,.,74,INDIA ALL 2021 HS 382200 MARCH.xlsx
75,ARKRAY HEALTHCARE PVT.LTD.,"3Rd Floor,Nicholas Piramal Towers,, Ganpatrao Kadam Marg,Lower Parel,, 400013","Mumbai,Maharashtra",022-30466666/,.,georgevarghese@nicholaspiramal.co.in,.,75,INDIA ALL 2021 HS 382200 MARCH.xlsx
76,DHR HOLDING INDIA PRIVATE LIMITED,"608-609,6Ht Floor 18 Rattan Jyoti, Building Rajendra Place, 110008",New Delhi,011-42430038,.,.,.,76,INDIA ALL 2021 HS 382200 MARCH.xlsx
77,SAI ADVANTIUM PHARMA LIMITED,"Luxor Parkno.No.8-2-120/86/9/B, Opp, L.V.Prasad Eye Institute,Rd.No.2, 500033",Banjara Hills Hyderabad,040-66777555/6657783,.,srinivasa.r@saiadvantium.com,.,77,INDIA ALL 2021 HS 382200 MARCH.xlsx
78,BIOLINKK,"1160/8, FIRST FLOOR,NAIWALA, KAROL BAGH,",NEW DELHI,.,.,.,.,78,INDIA ALL 2021 HS 382200 MARCH.xlsx
79,MEDGENOME LABS PRIVATE LIMITED,"No.55, 1St Floor, 1St Kamaraj Avenue, Kasthurbaı Nagar, Adyar , ",Chennai,.,.,.,.,79,INDIA ALL 2021 HS 382200 MARCH.xlsx
80,ALLIANZ BIOINNOVATION,"A/4, Yadav Nıwas, Nr. Jaı Nıwas, Mohılı Vıllage, Sakınaka, , ","Andherı East, Mumbaı, Maharashtra",.,.,.,.,80,INDIA ALL 2021 HS 382200 MARCH.xlsx
81,ENERSMITH SALES,"524, At Post Ambrule, Tal- Patan , ",Dıst. Satara/Mah.,.,.,.,.,81,INDIA ALL 2021 HS 382200 MARCH.xlsx
82,COUNCIL OF SCIENTIEIC & INDL. RESEARCH,"Anusandhan Bhavan, 2 Rafi Marg, 110001",New Delhi,.,.,.,.,82,INDIA ALL 2021 HS 382200 MARCH.xlsx
83,VISHAT DIAGNOSTIC PVT. LTD.,"23 & 24,Gaurav Garden,Opp.Sai, Petrol Pump,Mira-Bhayander Rd,, 401107","Mira Rd (E),Thane,Maharashtra.",28126590 28126591/65,.,viscor@vsnl.net,.,83,INDIA ALL 2021 HS 382200 MARCH.xlsx
84,METASYSTEMS INDIA (BANGALORE) PRIVATE LIMITED,"NO.1/1, 2ND FLOOR, 1ST MAIN ROAD, 2ND CROSS, THIMMAIAH GARDEN, R T NAGAR",BANGALORE,.,.,.,.,84,INDIA ALL 2021 HS 382200 MARCH.xlsx
85,MYLAB DISCOVERY SOLUTIONS PRIVATE LIMITED,.,India,.,.,.,.,85,INDIA ALL 2021 HS 382200 MARCH.xlsx
86,LABEX CORPORATION,"FLAT NO-3022,SECTOR-A,POCKET-B&CVASANT KUNJ",NEW DELHI,.,.,.,.,86,INDIA ALL 2021 HS 382200 MARCH.xlsx
87,MOLECULES ANALYTICAL LAB SOLUTIONS PRIVATE LIMITED.,"H. No. 4-1-1056/1, Boggulakunta,Pin-500001","IN - Hyderabad, Telangana",919959149849,.,sales@molecules.in,www.molecules.in,87,INDIA ALL 2021 HS 382200 MARCH.xlsx
88,AIMIL LIMITED,"NAIMEX HOUSE, A-8 MOHAN CO-OP.INUSTRIAL ESTATE, MATHURA ROAD",NEW DELHI,.,.,.,.,88,INDIA ALL 2021 HS 382200 MARCH.xlsx
89,AIZANT DRUG RESEARCH SOLUTIONS PVT LTD,"#28 CANTON ROWS, PETBASHEERBADJEEDIMETLA",HYDERABAD,.,.,.,.,89,INDIA ALL 2021 HS 382200 MARCH.xlsx
90,BECKMAN COULTER INDIA PVT. LTD.,"Soiltaire Corporate Park,3Rd Floor,, Bldg 11,Andheri Ghatkopar Link Road, 400093","Chakala,Andheri[E]Mumbai.",5668 7019/5668 7018,.,schandrashekar@beckman.com,.,90,INDIA ALL 2021 HS 382200 MARCH.xlsx
91,TORRENT PHARMACEUTICALS LTD.,"Torrent House, Off. Ashram Road, Ahmedabad - 380009, Gujarat",India,+91-79-26599000,+91-79-26582100,.,www.torrentpharma.com,91,INDIA ALL 2021 HS 382200 MARCH.xlsx
92,"WATERS (INDIA) PRIVATE LIMITED,","BI,36-A, 2ND PHASE,PEENYA INDUSTRIAL AREA,","BANGALORE ,KARNATAKA",.,.,.,.,92,INDIA ALL 2021 HS 382200 MARCH.xlsx
93,XYLEM WATER SOLUTIONS INDIA PVT. LTD.,"731,Manjusar Gidc,, Savli Road,Savli,, 391770",Dist.Vadodara,0266-7265700,.,shashank.ptni@itt.com,.,93,INDIA ALL 2021 HS 382200 MARCH.xlsx
94,PRAMUK HEALTHCARE,"33,Janki Kutir,, Juhu,, 400049","Mumbai,Maharashtra",32571836,28459333,pramuk@vsnl.net,.,94,INDIA ALL 2021 HS 382200 MARCH.xlsx
95,REGIONAL CENTRE FOR BIOTECHNOLOGY,.,India,.,.,.,.,95,INDIA ALL 2021 HS 382200 MARCH.xlsx
96,J KUNDAN & COMPANY.,"103, Shamaldas Gandhi Marg, 2Nd Flo Or Davavala Building P.B No. 2744,Pin-400002","IN - Mumbai, Maharashtra",919870461415,.,jkundan54@hotmail.com,.,96,INDIA ALL 2021 HS 382200 MARCH.xlsx
97,BIOCHEM LIFE SCIENCES,"30/4-A, DOUBLE STOREYS 3RD FLOOR,ASHOK NAGAR NEAR TILAK NAGAR MATRO",STATION NEW DELHI,.,.,.,.,97,INDIA ALL 2021 HS 382200 MARCH.xlsx
98,CHROMATOGRAPHY WORLD,"89/4,Shivam Building,Sion East, , 400022",Mumbai,40895218,.,dhiren@icgcindia.com,.,98,INDIA ALL 2021 HS 382200 MARCH.xlsx
99,SANCE LABORATORIES PRIVATE LIMITED,"15/173-A, Manjushas, Pala , 686575","Kottayam, Kerala",.,.,.,.,99,INDIA ALL 2021 HS 382200 MARCH.xlsx
100,SOWAR (P) LTD.,"OFFICE UNIT 1-3,1ST FLOOR,CSCPOCKET-9,SECTOR-C,VASANT KUNJ",NEW DELHI,.,.,.,.,100,INDIA ALL 2021 HS 382200 MARCH.xlsx
101,BIONEEDS INDIA PVT. LTD.,"Devarhosahally, Somapura Hoblı Nelamangala Taluk , ","Banagalore Rural Dıst., Karnataka",.,.,.,.,101,INDIA ALL 2021 HS 382200 MARCH.xlsx
102,CEPHEID INDIA PRIVATE LIMITED,"573, 3Rd Floor, Maın Road,  Chıragh Delhı, , 201301",New Delhi,.,.,.,.,102,INDIA ALL 2021 HS 382200 MARCH.xlsx
