,index,paproduct detailno,arrival date,hs code,hs code description,importer name,importer address,city state,tel,fax,e-mail,web,exporter name,exporter address,country of origin,import value fob,import value cif,currency,net weight,net weight unit,gross weight,gross weight unit,quantity,quantity unit,product details,number of packages,packages unit,incoterms,place of delivery,brand name,manufactoring company,port of arrival,port of departure,notify party,notify address,volume,volume unit,preport,shipper country,us state,us port2,final us port,final foreign port,final country,container count,total teus,source_data_row,source_file_name,Top P Match Score,Top P Match UIDs,Matching P Tags,Top P Score Reports,Top M Match Score,Top M Match UIDs,Matching M Tags,Top M Score Reports,Top Agg Match (P*M),Top Agg Match UIDs
21,21,818,23-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",GLOBEL MARKETING SERVICES.,111 Hali Road Westridge I 45000 Rawalpindi Cannt Pakistan,PK - Pakistan,.,.,.,.,VI SOLE FZC,,France,39999.99,0.0,USD,0.0,,0.0,,68.0,KG,SARS COV2 KITS XPERT XPRESS SARSCOV2,0.0,,,,,,IPAI,,,,0.0,,,,,,,,,,,22,Pakistan Trade Atlas All 2021 HS 382200.csv,3,789,"xpert,xpress,cov2","{'xpert,xpress,cov2': '1ea'}",0.0,,,,0.0,
22,22,932,22-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",CHEMICAL HOUSE.,Lahore,PK - Pakistan,.,.,.,.,BIO RAD ABD SEROTE LTD,,United States,1778.98,0.0,USD,0.0,,0.0,,1.0,KG,Diagnostic Reagent SARS CoV2 Corinavirus Elisa Test Kits,0.0,,,,,,LPAF,,,,0.0,,,,,,,,,,,23,Pakistan Trade Atlas All 2021 HS 382200.csv,21,1210,"elisa,cov2","{'elisa': 20, 'cov2': '1ea'}",0.5,544 | 62 | 108 | 109 | 368 | 367 | 366 | 369 | 419 | 352 | 702 | 214 | 110,bio | bio | bio | bio | bio | bio | bio | bio | bio | bio | bio | bio | bio, |  |  |  |  |  |  |  |  |  |  |  | ,10.0,544
23,23,959,22-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",EURONANO DIAGNOSTICS (PVT) LTD.,Plot 225 1 F Block 2 Pechs,PK - Pakistan,.,.,.,.,,,Turkey,720500.0,0.0,USD,0.0,,0.0,,1100.0,KG,BOSPHORE NOVEL CORONAVIRUS 2019NCOV DETECTION KIT V7 500RXNBOX QTY 1100 KIT,0.0,,,,,,KPAF,,PRMIER SERVICES INTERNATIONAL,,0.0,,,,,,,,,,,24,Pakistan Trade Atlas All 2021 HS 382200.csv,3,1254 | 977 | 460 | 458 | 459 | 235 | 236 | 237 | 1326 | 1327 | 1337 | 589 | 461 | 453 | 1386 | 1028 | 1103 | 451 | 457 | 450 | 1108 | 1106 | 243 | 1054 | 1027,"detection,coronavirus,novel | detection,coronavirus,novel | detection,coronavirus,novel | detection,coronavirus,novel | detection,coronavirus,novel | detection,coronavirus,novel | detection,coronavirus,novel | detection,coronavirus,novel | detection,coronavirus,novel | detection,coronavirus,novel | detection,coronavirus,novel | detection,coronavirus,novel | detection,coronavirus,novel | detection,coronavirus,novel | detection,coronavirus,novel | detection,coronavirus,novel | detection,coronavirus,novel | detection,coronavirus,novel | detection,coronavirus,novel | detection,coronavirus,novel | detection,coronavirus,novel | detection,coronavirus,novel | detection,coronavirus,novel | detection,coronavirus,novel | detection,coronavirus,novel","{'detection': 1, 'coronavirus,novel': '1ea'} | {'detection': 1, 'coronavirus,novel': '1ea'} | {'detection': 1, 'coronavirus,novel': '1ea'} | {'detection': 1, 'coronavirus,novel': '1ea'} | {'detection': 1, 'coronavirus,novel': '1ea'} | {'detection': 1, 'coronavirus,novel': '1ea'} | {'detection': 1, 'coronavirus,novel': '1ea'} | {'detection': 1, 'coronavirus,novel': '1ea'} | {'detection': 1, 'coronavirus,novel': '1ea'} | {'detection': 1, 'coronavirus,novel': '1ea'} | {'detection': 1, 'coronavirus,novel': '1ea'} | {'detection': 1, 'coronavirus,novel': '1ea'} | {'detection': 1, 'coronavirus,novel': '1ea'} | {'detection': 1, 'coronavirus,novel': '1ea'} | {'detection': 1, 'coronavirus,novel': '1ea'} | {'detection': 1, 'coronavirus,novel': '1ea'} | {'detection': 1, 'coronavirus,novel': '1ea'} | {'detection': 1, 'coronavirus,novel': '1ea'} | {'detection': 1, 'coronavirus,novel': '1ea'} | {'detection': 1, 'coronavirus,novel': '1ea'} | {'detection': 1, 'coronavirus,novel': '1ea'} | {'detection': 1, 'coronavirus,novel': '1ea'} | {'detection': 1, 'coronavirus,novel': '1ea'} | {'detection': 1, 'coronavirus,novel': '1ea'} | {'detection': 1, 'coronavirus,novel': '1ea'}",0.0,,,,0.0,
24,24,997,22-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",PROMED SOLUTIONS PVT LTD,.,PK - Pakistan,.,.,.,.,COMECER S.P.A,,Italy,200.0,0.0,USD,0.0,,0.0,,200.0,KG,KIT CLIO Disposable Kit for  CLIO X BTUSARE LOTTO FC00768  FOR MEDICAL USE SAMPLE SHIPMENT DV ALREADY HIGH,0.0,,,,,,KPAF,,,,0.0,,,,,,,,,,,25,Pakistan Trade Atlas All 2021 HS 382200.csv,1,460 | 459 | 589 | 998 | 845 | 849 | 173 | 129 | 228 | 229 | 1387 | 1388 | 1389 | 1390 | 1392 | 882 | 809 | 811 | 1105 | 42 | 741,sample | sample | medical | use | medical | medical | sample | high | x | x | x | x | x | x | x | medical | use | use | use | high | medical,{'sample': '1ea'} | {'sample': '1ea'} | {'medical': '1ea'} | {'use': '1ea'} | {'medical': '1ea'} | {'medical': '1ea'} | {'sample': '1ea'} | {'high': '1ea'} | {'x': '1ea'} | {'x': '1ea'} | {'x': '1ea'} | {'x': '1ea'} | {'x': '1ea'} | {'x': '1ea'} | {'x': '1ea'} | {'medical': '1ea'} | {'use': '1ea'} | {'use': '1ea'} | {'use': '1ea'} | {'high': '1ea'} | {'medical': '1ea'},0.0,,,,0.0,
25,25,1037,21-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",SHAWN ENTERPRIES,Address: Shop No 93 Mz Land Mark Plaza Gulberg Gulberg Town Lahore,PK - Pakistan,.,.,.,.,FOREGENE CO LTD,,China,450.0,0.0,USD,0.0,,0.0,,45.0,KG,1.SARSCOVID2 NUCLEIC ACID DETECTION PCR KIT MULTIPLEX FLUORESCENT PROBE METHOD REF NOSC01012 LOT NO211101 MFG DATE18112021 EXP DATE17112022 96 TEST PER KIT ORIGIN CHINA,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,26,Pakistan Trade Atlas All 2021 HS 382200.csv,6,1032 | 1012 | 1014,"method,detection,fluorescent,nucleic,acid,probe | method,detection,fluorescent,nucleic,acid,probe | method,detection,fluorescent,nucleic,acid,probe","{'detection': 1, 'probe,method,fluorescent,nucleic,acid': '1ea'} | {'detection': 1, 'probe,method,fluorescent,nucleic,acid': '1ea'} | {'detection': 1, 'probe,method,fluorescent,nucleic,acid': '1ea'}",0.5,520 | 903 | 956,co | co | co, |  | ,0.4,958
26,26,1051,21-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",AL QAZI MARKETING GROUP,.,PK - Pakistan,.,.,.,.,ZHEJIANG ORIENT GENE BIOTECH C,,China,435.0,0.0,USD,0.0,,0.0,,40.0,KG,SARSPCR KITS DETAIL AS UNDER 01. SARSCOV2 PCR DETECTION KIT  DIRECT FLUORESCENCE PCR   REF NO ACOV01   LOT NO AG211204   MFG 20211212   EXPIRY   20221211   ORIGIN CHIN,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,27,Pakistan Trade Atlas All 2021 HS 382200.csv,3,933,"detection,pcr,fluorescence","{'detection': 1, 'pcr,fluorescence': '1ea'}",4.0,138 | 376,"gene,zhejiang,orient,biotech | gene,zhejiang,orient,biotech", | ,0.5,607 | 608 | 310 | 418 | 442
27,27,1091,20-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES (PAKISTAN) LTD.,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,126.1,0.0,USD,0.0,,0.0,,2.0,KG,ALNTY  SARSCOV2    IGM   CONTROL   OUS,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,28,Pakistan Trade Atlas All 2021 HS 382200.csv,4,769 | 772 | 1083 | 1039 | 1186 | 786 | 900 | 1076 | 779 | 1172 | 1078 | 907 | 1089 | 1176,igm | igm | igm | igm | igm | igm | igm | igm | igm | igm | igm | igm | igm | igm,"{'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'}",1.8,484,"diagnostics,abbott,gmbh",,2.0,769 | 772
28,28,1131,20-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES (PAKISTAN) LTD.,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,40.4,0.0,USD,0.0,,0.0,,1.0,KG,ALINITY SARSCOV2  IGG  CALIBRATOR  OUS,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,29,Pakistan Trade Atlas All 2021 HS 382200.csv,4,768 | 767 | 771 | 770 | 1204 | 1197 | 1213 | 910 | 1084 | 1039 | 785 | 900 | 1214 | 1200 | 1075 | 780 | 1172 | 1189 | 1210 | 1203 | 1201 | 1077 | 395 | 1196 | 1191 | 1202 | 1193 | 895 | 1195 | 1212 | 907 | 1181 | 1177 | 1208 | 1198 | 1209 | 1207 | 1206 | 1080 | 775 | 665 | 664 | 714 | 1194 | 1199 | 1192 | 1190 | 1178 | 1176 | 1188,igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg,"{'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'}",1.8,484,"diagnostics,abbott,gmbh",,2.0,768 | 767 | 771 | 770
29,29,1173,20-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES (PAKISTAN) LTD.,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,2527.0,0.0,USD,0.0,,0.0,,50.0,KG,ARC SARSC0V2   IGM  100T  OUSECLIA KIT,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,30,Pakistan Trade Atlas All 2021 HS 382200.csv,4,769 | 772 | 1083 | 1039 | 1186 | 786 | 900 | 1076 | 779 | 1172 | 1078 | 907 | 1089 | 1176,igm | igm | igm | igm | igm | igm | igm | igm | igm | igm | igm | igm | igm | igm,"{'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'}",1.8,484,"diagnostics,abbott,gmbh",,2.0,769 | 772
30,30,1188,20-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES (PAKISTAN) LTD.,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,26235.56,0.0,USD,0.0,,0.0,,52.0,KG,ALINITY SARSCOV2  IGG   200T  OUS ECLIA  KIT,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,31,Pakistan Trade Atlas All 2021 HS 382200.csv,4,768 | 767 | 771 | 770 | 1204 | 1197 | 1213 | 910 | 1084 | 1039 | 785 | 900 | 1214 | 1200 | 1075 | 780 | 1172 | 1189 | 1210 | 1203 | 1201 | 1077 | 395 | 1196 | 1191 | 1202 | 1193 | 895 | 1195 | 1212 | 907 | 1181 | 1177 | 1208 | 1198 | 1209 | 1207 | 1206 | 1080 | 775 | 665 | 664 | 714 | 1194 | 1199 | 1192 | 1190 | 1178 | 1176 | 1188,igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg,"{'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'}",1.8,484,"diagnostics,abbott,gmbh",,2.0,768 | 767 | 771 | 770
31,31,1213,20-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES (PAKISTAN) LTD.,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,189.03,0.0,USD,0.0,,0.0,,3.0,KG,ARC SARSCOVID2   CONTROL  OUS,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,32,Pakistan Trade Atlas All 2021 HS 382200.csv,1,1251,control,{'control': '1ea'},1.8,484,"diagnostics,abbott,gmbh",,0.0,
32,32,1235,20-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD.,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,"ROCHE DIAGNOSTICS GMBH, DOSLF",,Germany,29.56,0.0,USD,0.0,,0.0,,1.0,KG,ANTISARSCOV2 S CS ELECSYS QTY 1 PCS BATCH NO 57235501 MFG DT 15.9.21 EXP DT 30.4.22,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,33,Pakistan Trade Atlas All 2021 HS 382200.csv,21,914,"elecsys,s","{'elecsys': 20, 's': '1ea'}",2.0,131 | 132 | 133 | 252 | 256 | 643 | 647,"diagnostics,roche | diagnostics,roche | diagnostics,roche | diagnostics,roche | diagnostics,roche | diagnostics,roche | diagnostics,roche", |  |  |  |  |  | ,40.0,256
33,33,1287,20-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MOLECULAR BIOLOGY PRODUCTS.,Karachi,PK - Pakistan,.,.,.,.,MOLECULAR BIOLOGY PRODUCTS INC.,,Canada,1180.9,0.0,USD,0.0,,0.0,,7.0,KG,DNA  RNA SHIED VTM FOR  COVID PCR KIT QTY7.00 KIT,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,34,Pakistan Trade Atlas All 2021 HS 382200.csv,2,936,"rna,dna","{'dna,rna': '1ea'}",0.5,916 | 17 | 18 | 32 | 33 | 975 | 672 | 988 | 434,molecular | molecular | molecular | molecular | molecular | molecular | molecular | biology | molecular, |  |  |  |  |  |  |  | ,0.5,988
34,34,1291,20-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES (PAKISTAN) LTD.,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,234.73,0.0,USD,0.0,,0.0,,1.0,KG,ARC SARS  COV2  IGGII  QUANT  CALIBRATOR   Standard or calibrator,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,35,Pakistan Trade Atlas All 2021 HS 382200.csv,1,767 | 770 | 940 | 789 | 1210 | 1347 | 1238 | 693 | 1372 | 1187 | 647 | 691 | 694 | 687 | 688 | 692 | 853 | 854 | 689 | 690 | 967 | 1048 | 1047 | 1036 | 1207 | 1142 | 1215 | 1424,quant | quant | cov2 | cov2 | cov2 | cov2 | cov2 | standard | cov2 | standard | standard | standard | standard | standard | standard | standard | standard | standard | standard | standard | standard | standard | standard | standard | standard | standard | standard | cov2,{'quant': '1ea'} | {'quant': '1ea'} | {'cov2': '1ea'} | {'cov2': '1ea'} | {'cov2': '1ea'} | {'cov2': '1ea'} | {'cov2': '1ea'} | {'standard': '1ea'} | {'cov2': '1ea'} | {'standard': '1ea'} | {'standard': '1ea'} | {'standard': '1ea'} | {'standard': '1ea'} | {'standard': '1ea'} | {'standard': '1ea'} | {'standard': '1ea'} | {'standard': '1ea'} | {'standard': '1ea'} | {'standard': '1ea'} | {'standard': '1ea'} | {'standard': '1ea'} | {'standard': '1ea'} | {'standard': '1ea'} | {'standard': '1ea'} | {'standard': '1ea'} | {'standard': '1ea'} | {'standard': '1ea'} | {'cov2': '1ea'},1.8,484,"diagnostics,abbott,gmbh",,0.5,767 | 770 | 647
35,35,1321,20-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MUSAJI ADAM & SONS,"1-Humair Centre, Hormusji Street, Gari Khata",Karachi,+92 2132626250,+92 2132626251,,www.science-ware.com,--,,China,658.0,0.0,USD,0.0,,0.0,,1.0,KG,FREEZEDRIED NOVEL CORONAVIRUS COVID19 NUCLEIC ACID DETECTION KITFLUORESCENCE PCR METHOD,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,36,Pakistan Trade Atlas All 2021 HS 382200.csv,6,1254 | 457 | 1108 | 1106,"method,detection,nucleic,novel,acid,coronavirus | pcr,detection,nucleic,novel,acid,coronavirus | method,detection,nucleic,novel,acid,coronavirus | method,detection,nucleic,novel,acid,coronavirus","{'detection': 1, 'method,nucleic,novel,acid,coronavirus': '1ea'} | {'detection': 1, 'pcr,nucleic,novel,acid,coronavirus': '1ea'} | {'detection': 1, 'method,nucleic,novel,acid,coronavirus': '1ea'} | {'detection': 1, 'method,nucleic,novel,acid,coronavirus': '1ea'}",0.0,,,,0.0,
36,36,1328,20-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD.,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,"ROCHE DIAGNOSTICS GMBH, DOSLF",,Germany,1520.14,0.0,USD,0.0,,0.0,,2.0,KG,ANTISARSCO2 S ELECSYS COBAS E 200 QTY 2 PCS BATCH NO 57270701 MFG DT 2.9.21 EXP DT 30.4.22,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,37,Pakistan Trade Atlas All 2021 HS 382200.csv,21,914 | 1241,"elecsys,s | cobas,elecsys","{'elecsys': 20, 's': '1ea'} | {'elecsys': 20, 'cobas': '1ea'}",2.0,131 | 132 | 133 | 252 | 256 | 643 | 647,"diagnostics,roche | diagnostics,roche | diagnostics,roche | diagnostics,roche | diagnostics,roche | diagnostics,roche | diagnostics,roche", |  |  |  |  |  | ,40.0,256
37,37,1349,20-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES (PAKISTAN) LTD.,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,25226.0,0.0,USD,0.0,,0.0,,100.0,KG,ARC  SARSCOVID2  IGG  100T  OUS ECLIA  KIT,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,38,Pakistan Trade Atlas All 2021 HS 382200.csv,4,768 | 767 | 771 | 770 | 1204 | 1197 | 1213 | 910 | 1084 | 1039 | 785 | 900 | 1214 | 1200 | 1075 | 780 | 1172 | 1189 | 1210 | 1203 | 1201 | 1077 | 395 | 1196 | 1191 | 1202 | 1193 | 895 | 1195 | 1212 | 907 | 1181 | 1177 | 1208 | 1198 | 1209 | 1207 | 1206 | 1080 | 775 | 665 | 664 | 714 | 1194 | 1199 | 1192 | 1190 | 1178 | 1176 | 1188,igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg,"{'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'}",1.8,484,"diagnostics,abbott,gmbh",,2.0,768 | 767 | 771 | 770
