NO,IMPORTER NAME,IMPORTER ADDRESS,CITY STATE,TEL,FAX,E-MAIL,WEB
178,HEIDELBERG PROMINENT FLUID CONTROLS INDIA PVT.LTD.,"2/2, MES ROAD (NEXT TO TATA TEA),YESHWANTHPUR",BANGALORE,.,.,.,.
179,IMMUCOR INDIA PRIVATE LIMITED,"A-49(FIEE), OKHLA INDUSRIAL AREA  PHASE-II",NEW DELHI,.,.,.,.
180,KUEHNE + NAGEL PVT.LTD.,"91, BIJWASAN ROAD,KAPASHERA",NEW DELHI,.,.,.,.
181,"LUNDBECK INDIA PVT LTD.,","No.Iind Floor,Esteem Regency, No.6/A,Richmond Road,, 560025","Bangalore,Karnataka",2126922/2126933,.,luind@lundbeck.com,.
182,"NATIONAL AIDS RESEARCH INSTITUTE,","Plot No.73,G Block,, Midc,Bhosari,, 411026","Pune,Mahrashtra","7121342,7121343,7121",7121071,hivnet@giaspn01.vsnl.net.in,.
183,"PHILIPS ELECTRONICS INDIA LTD.,","7, Justice Chandra Madhab Road,, Kolkata,, 700020",West Bengal,0124-4606695,.,sivaramakrishnan.g@philips.com,.
184,SARTORIUS STEDIM INDIA PVT. LTD.,"10, 3Rd Phase Peenya6Th Maın, Kıadb Indl. Area , 560058",Bangalore,.,.,.,.
185,SHANTHA BIOTECHNICS. LTD,"3Rd & 4Th Floors, H.No. 5-10-173, Fateh Maidan Road, Basheerbagh, 500004","Hyderabad, Telangana",3543010,.,rajasekhar.n@shanthabiotech.com,.
186,TULIP DIAGNOSTICS(P)LTD.,"Gitanjali,Tulip Block,Alto, Santacruz,Dr.Antonio Do Rego Bagh, 403202",Goa India.,2458546,.,tulipvrn@sancharnet.in,.
187,"BIGTEC PVT LTD.,","NO.100/1,III FLOOR,ANCHORAGE-1,RICHMOND ROAD,","BANGALORE, KARNATAKA",.,.,.,.
188,CLARIS INJECTABLES LIMITED,"Claris Corporate Head Quarters,, Nr.Parimal Railway Crossing,, 380006","Ellisbridge,Ahmedabd,Gujarat,India",07926563331,.,imports.corp@clarisinjectables.com,.
189,IVIOMICS RESEARCH (INDIA) PRIVATE LIMITED,"1ST FLOOR, LEELA GALLERIA THE LEELA PALACE, 23 OLD AIRPORT ROAD",BANGALORE,.,.,.,.
190,KWICK SOFT SOLUTIONS PVT LTD,"2B Crystal Lawn, Wallace Garden  2Nd Street, Nungambakkam, , 600006",Chennai,.,.,.,.
191,SPHAERA PHARMA PVT. LTD.,"E-375, FIRST FLOOR GREATER KAILASH-2",NEW DELHI,.,.,.,.
192,ANNORA PHARMA PRIVATE LIMITED,"7-2-A2, Ground Floor, Hetero,Corpo  Rate, Industrıal Estate , ","Sanathnagar,Telangana",.,.,.,.
193,NISHA SALES,"704, Aalap """"B"""",Lımda Chowk, , 361004",Rajkot/Gujarat,.,.,.,.
194,PIONEER HI-BRED PRIVATE LIMITED,"6-3-1099/1100, 3Rd Floor, Babukhans  Mıllennıum Centre, Raj Bhavan Road, , ","Hyderabad, Telangana",.,.,.,.
195,SALCOMP MANUFACTURING INDIA PRIVATE LIMITED,"NOKIA TELECOM SEZ SIPCOT INDUSTRIAL PARK PHASEIII NATIONAL HIGHWAY NO 4 SRIPERUMBUDUR , 602105",India,.,.,.,.
196,SPECTRUMLABS INDIA PRIVATE LIMITED,"\No.839, \""""\""""A\""""\"""" Block, First Floor, Commercial Office Space, Sahakarnagar, Bangalore\"""""""" , ",India,.,.,.,.
197,INTERNATIONAL CENTRE FOR GENETIC ENGINEERING & BIO,.,India,.,.,.,.
198,RECIPHARM PHARMASERVICES PRIVATE LIMITED,.,India,.,.,.,.
199,KERRY INDEV LOGISTICS PVT LTD,.,India,.,.,.,.
200,TRANSLATIONAL HEALTH SCIENCE AND TECHNOLOGY INSTITUTE,.,India,.,.,.,.
201,BIOBENCH SOLUTIONS LLP,.,IN - India,.,.,.,.
202,MYNVAX PRIVATE LIMITED,.,IN - India,.,.,.,.
203,BIOLINE DIAGNOSTICS LLP.,.,IN - India,.,.,.,.
204,CENTRAL UNIVERSITY OF JAMMU,.,IN - India,.,.,.,.
205,ALTONA DIAGNOSTICS INDIA PRIVATE LIMITED,.,IN - India,.,.,.,.
206,BJ MAIDAN CO.,"C-110/2, , NEW DELHI, 2ND FLOOR NARANIA INDUSTRIAL AREA PHASE, 1",IN - India,.,.,.,.
207,CRI LIMITED,"Premises No.333,Mahamayatalla,, Garia Main Road,, 700084","Dist.- 24 Pgs(S),Kolkata.W.B.",2435-8750-53.,.,mail@critips.com,.
208,EMERSON PROCESS MANAGEMENT (INDIA) PVT.LTD.,"Delphi,B-Wing,601&602,6Th Floor,, Central Avenue,Hiranandani Business, 400076","Park,Powai,Mumbai,Maharashtra","66620566,",66620500,gnarayanan@jsgrp.com,.
209,"GROZ-BECKERT ASIA PVT. LTD.,","133-135,Industrial Area,Phase-I,, , 160002",Chandigarh.,.,.,contact_gba@groz-beckert.com,.
210,"INDIAN INSTITUTE OF TECHNOLOGY,","Powaımumbaı , 400076",",Maharashtra",.,.,.,.
211,INDOCO REMEDIES LIMITED,"Indoco House,166 Cst Rd.Vidyanagri,, Marg,Kalina,Santacruz (E), 400098",Mumbai.Maharashtra,226541851to 55,26523976/80,intbiz@indoco.com,.
212,JINDAL STEEL & POWER LIMITED,"Delhi Road,, , 125005",Hisar/Haryana/,"01662-222471,222475",.,jindalsp@del3.vsnl.net.in,.
213,JOHNSON MATTHEY INDIA PVT. LTD.,"103,Ashoka Estate, 24,Barakhamba Road, 110001",New Delhi,.,.,gambhs@matthey.com,.
214,KABS HEALTHCARE PVT.LTD.,"J-99, KIRTI NAGAR, IST FLOOR,",NEW DELHI,.,.,.,.
215,"L J. INTERNATIONAL LIMITED,","NEW NO. 60, OLD NO.22,RUKMANI LAKSHMIPATHY SALAI, EGMORE,",CHENNAI. TAMIL NADU.,.,.,.,.
216,LIFECELL INTERNATIONAL PRIVATE LTD.,"26, VANDALUR-KELAMBAKKAM MAIN RD.KEELAKOTTAIYUR","CHENNAI, TAMILNADU",.,.,.,.
217,MAKHTESHIM AGAN INDIA PVT LTD,"5Th Floor,A Block,Q-City,, Nanakramguda,Gachibowli,, 500032",Hyderabad (A.P.),040-40361300,.,shai.shovali@ma.india.com,.
218,"NATIONAL CENTRE FOR CELL SCIENCE,","Nccs Complex,, Ganeshkhind,, 411007","Pune,Maharashtra",5670931/,5672259,root@vsnl.nas.net.in,.
219,PERKINELMER HEALTH SCIENCES PVT LTD,"OLD NO.92, NEW NO.197,DR. NATESAN ROAD, MYLAPORE,","CHENNAI, TAMIL NADU.",.,.,.,.
220,PLANET SCIENCE,"G-A 48 Lake City Mall,, Kapurbawdi Circle,Majiwada, 400607","Thane(W),Thane,M.S.",022-32209210,.,sharad@planetscience.in,.
221,SANOFI - SYNTHELABO (INDIA) LTD.,"54-A,Sir Mathurdas Vasanji Road,, Andheri (East), 400093","Powai, Mumbai","022030707860,3070786",30707869,alan.fernandes@sanofi.com,.
222,SMITHS DETECTION VEECON SYSTEMS PRIVATE LIMITED,"Salcon Ras Vılas, D-1,Dıstrıct Centre, Saket , 110017",New Delhi,.,.,.,.
223,Y.R. GAITONDE MEDICAL EDUCATIONAL AND RESEARCH,"FOUNDATION, VOLUNTRY HEALTHSERVICES, TIDEL PARK ROAD,","TARAMANI, CHENNAI. TAMIL NADU.",.,.,.,.
224,ARIHANT INNOCHEM PRIVATE LIMITED,"120, Vasan Udyog Bhavan Sun Mill, Compound Off Senapati Bapat Marg,, 400013","Lower Parel West, Mumbai",2267674895,.,jinesh@arihantinnochem.com,.
225,JAY SCIENTIFIC COMAPANY,"Heena Smruti,N.S.Road No.2,, J.V.P.D.Scheme,Vile Parle (W) Mumb, 400056",Maharashtra,2010146,.,.,.
226,GEO CHEM LABORATORIES PVT LTD,"Geo Chem House, 294 Shahıdbhagatsıngh Road, Fort, , 400001",Mumbai,.,.,.,.
227,SKYLINE PEEVEES PROPERTIES (P) LTD.,"39/1238, PEEVEES HOUSE , KALATHIPARAMBU ROAD, ERNAKULAM,KERALA","ERNAKULAM,KERALA",.,.,.,.
228,HEIDELCO MEDICORE PRIVATE LTD.,"8, MAI JI KA BAGH BADA CHANDGANJ",LUCKNOW U.P.,.,.,.,.
229,EPR CENTRE FOR CANCER RESEARCH & BIO INFORMATICS,"Pvt Ltd, No.16-8-933/1/8/A,, Malakpet, Nr Nalgonda Cross Road,, 500024","Hyderabad, Telangana.",040-24571088,.,info@vitance.in,.
230,KARWA ENTERPRISES PRIVATE LIMITED,.,India,.,.,.,.
231,"BOSE INSTITUTE.,",.,India,.,.,.,.
232,SLAYBACK PHARMA INDIA LLP.,"3Rd Floor, Ss Arcade, Road No.9, Ka Katiya Hills Madhapur,Pin-500081","IN - Hyderabad, Telangana",918179632016,.,akhila@jssca.in,www.jssca.in
233,SUEZ WATER TECHNOLOGIES AND SOLUTIONS (INDIA) PVT LTD.,"311 B, Dlf South Court, Saket,Sout H Delhi,Pin-110017","IN - Delhi, Delhi",918105002222,.,yatin.tayalia@ge.com,.
234,KASHIV BIOSCIENCES PRIVATE LIMITED.,.,IN - India,.,.,"info@kashivbio.com, naitik.shah@kashivbio.com",www.kashivbiosciences.com
235,TANSHA,.,IN - India,.,.,.,.
236,ADVANCE POWER DISPLAY SYSTEMS LTD,.,IN - India,.,.,.,.
237,MISSION PHARMA LOGISTICS INDIA PVT.LTD.,.,IN - India,.,.,.,.
