paproduct detailno,arrival date,hs code,hs code description,importer name,importer address,city state,tel,fax,e-mail,web,exporter name,exporter address,country of origin,import value fob,import value cif,currency,net weight,net weight unit,gross weight,gross weight unit,quantity,quantity unit,product details,number of packages,packages unit,incoterms,place of delivery,brand name,manufactoring company,port of arrival,port of departure,notify party,notify address,volume,volume unit,preport,shipper country,us state,us port2,final us port,final foreign port,final country,container count,total teus,source_data_row,source_file_name
1454,20-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES (PAKISTAN) LTD.,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,1516.2,0.0,USD,0.0,,0.0,,15.0,KG,ALNTY SARSCOV2  IGM  200T   OUSECLIA KIT,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,1454,Pakistan Trade Atlas All 2021 HS 382200.csv
1483,20-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD.,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,"ROCHE DIAGNOSTICS GMBH, DOSLF",,Germany,19.24,0.0,USD,0.0,,0.0,,1.0,KG,ANTISARSCOV2 S PC ELECSYS QTY 1 PCS BATCH NO 56775901 MFG DT 4.8.21 EXP DT 31.3.22,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,1483,Pakistan Trade Atlas All 2021 HS 382200.csv
1536,19-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD.,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,"ROCHE DIAGNOSTICS GMBH, DOSLF",,United States,8065.2,0.0,USD,0.0,,0.0,,15.0,KG,KIT COBAS LIAT SARSCOV2 QTY 15 PCS BATCH NO 10809U QTY 15 PCS BATCH NO 9.8.21 EXP DT 31.7.22,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,1536,Pakistan Trade Atlas All 2021 HS 382200.csv
1594,19-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD.,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,"ROCHE DIAGNOSTICS GMBH, DOSLF",,Germany,2144.3,0.0,USD,0.0,,0.0,,10.0,KG,ANTISARSCOV2 ELECSYS COBAS E 200 QTY 10 PCS BATCH NO 59778201 MFG DT 22.11.21 EXP DT 28.2.22,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,1594,Pakistan Trade Atlas All 2021 HS 382200.csv
1647,17-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES (PAKISTAN) LTD.,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,667.1,0.0,USD,0.0,,0.0,,2.0,KG,ALINITY SARS COV2 IGGII QUANT 20ECLIA KIT,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,1647,Pakistan Trade Atlas All 2021 HS 382200.csv
1655,17-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES (PAKISTAN) LTD.,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,274.88,0.0,USD,0.0,,0.0,,1.0,KG,ALNTY SARS COV2 IGGII QUANT COCONTROLS,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,1655,Pakistan Trade Atlas All 2021 HS 382200.csv
1659,17-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES (PAKISTAN) LTD.,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,111.38,0.0,USD,0.0,,0.0,,2.0,KG,ALNTY SARSCOV2 IGM CAL OUSSTANDARD OR CALIBRATOR,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,1659,Pakistan Trade Atlas All 2021 HS 382200.csv
1679,17-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES (PAKISTAN) LTD.,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,5054.0,0.0,USD,0.0,,0.0,,50.0,KG,ALNTY SARSCOV2 IGM 200T OUSECLIA KIT,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,1679,Pakistan Trade Atlas All 2021 HS 382200.csv
1705,17-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES (PAKISTAN) LTD.,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,40.4,0.0,USD,0.0,,0.0,,1.0,KG,ARC SARSCOVID2 CAL OUSSTANDARD OR CALIBRATOR,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,1705,Pakistan Trade Atlas All 2021 HS 382200.csv
1730,17-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES (PAKISTAN) LTD.,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,111.38,0.0,USD,0.0,,0.0,,2.0,KG,ARC SARSCOVID2 CAL OUSSTANDARD OR CALIBRATOR,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,1730,Pakistan Trade Atlas All 2021 HS 382200.csv
1758,17-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",NYCOTECH INC,.,PK - Pakistan,.,.,.,.,GENESYSTEM CO LTD,,South Korea,172.24,0.0,USD,0.0,,0.0,,5.0,KG,1. NOVEL CORONAVIRUS SARSCOV2 DETECTION KITS LOTNOSCZ1334AC100  100 TESTS PER KIT  BRAND GENE SYSTEM  ORIGIN REPUBLIC OF KOREA  QTY06 KITSNET WEIGHT 05KGS.,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,1758,Pakistan Trade Atlas All 2021 HS 382200.csv
1765,17-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES (PAKISTAN) LTD.,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,549.76,0.0,USD,0.0,,0.0,,2.0,KG,ARC SARS COV2 IGGII QUANT CONTCONTROL,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,1765,Pakistan Trade Atlas All 2021 HS 382200.csv
1774,17-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES (PAKISTAN) LTD.,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,112.6,0.0,USD,0.0,,0.0,,1.0,KG,ARC SARSCOVID2 CTL OUSCONTROLS,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,1774,Pakistan Trade Atlas All 2021 HS 382200.csv
1775,17-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES (PAKISTAN) LTD.,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,1010.8,0.0,USD,0.0,,0.0,,20.0,KG,ARC SARSCOV2 IGM 100 T OUSECLIA KIT,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,1775,Pakistan Trade Atlas All 2021 HS 382200.csv
1777,17-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES (PAKISTAN) LTD.,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,40.4,0.0,USD,0.0,,0.0,,1.0,KG,ALINITY SARSCOV2 IGG CAL OUSSTANDARD OR CALIBRATOR,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,1777,Pakistan Trade Atlas All 2021 HS 382200.csv
1788,17-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES (PAKISTAN) LTD.,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,252.04,0.0,USD,0.0,,0.0,,4.0,KG,ARC SARSCOVID2 CTL OUSCONTROLS,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,1788,Pakistan Trade Atlas All 2021 HS 382200.csv
1789,17-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES (PAKISTAN) LTD.,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,112.6,0.0,USD,0.0,,0.0,,1.0,KG,ALINITY SARSCOV2 IGG  CTL OUSControl,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,1789,Pakistan Trade Atlas All 2021 HS 382200.csv
1822,16-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",LIFE SPAN HEALTH CARE,.,PK - Pakistan,.,.,.,.,GENEMATRIX INC,,South Korea,6718.59,0.0,USD,0.0,,0.0,,29.0,KG,DIAGNOSTIC REAGENT PCR KITS FOR COVID19QTY53KITS,0.0,,,,,,LPAF,,AZEEM ENTERPRISES,,0.0,,,,,,,,,,,1822,Pakistan Trade Atlas All 2021 HS 382200.csv
1836,16-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",SAHAAB INTERNATIONAL,.,PK - Pakistan,.,.,.,.,ZHEJIANG ORIENT GENE BIOTECH,,China,680.0,0.0,USD,0.0,,0.0,,68.0,KG,1SARSCOV2 DETECTION KITSDIRECT FLUOESCENCE PCR KITS LOTNOAG211201 EXP DT05122022 QTY15024 TEST. NET WEIGHT68 KGS,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,1836,Pakistan Trade Atlas All 2021 HS 382200.csv
1842,16-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MED LAB SERVICES.,Office No 1 1St Floor Abc Plaza Commerical Center Satellite Town Pk Rawalpindi Pakistan,PK - Pakistan,.,.,.,.,MACHEREY NAGEL GMBH & CO KG,,Germany,18737.59,0.0,USD,0.0,,0.0,,216.0,KG,"DIAGNOSTIC COVID KITS NUCLEOSPIN VIRAL DNA VIRUS RXTRACTION KIT 250 PREPS, NUCLEOSPIN VIRUAL RNA VIRUS EXTRACTION KIT 50 PREPS, GERMANY ORIGIN, NET WEIGHT  216 KGS, QTY  90 PCS",0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,1842,Pakistan Trade Atlas All 2021 HS 382200.csv
1860,15-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",DIAGNOSTIC SYSTEMS,Karachi Pakistan,PK - Pakistan,.,.,.,.,MESLO LTD,,United Kingdom,17711.06,0.0,USD,0.0,,0.0,,50.0,KG,GENESIG REAL TIME PCR COVID19 KIT 96 REACTION 50 KITS NO.ZPATHCOVID19CE LOT NO.JN027800530 EXP DATE.052022,0.0,,,,,,KPFI,,BABA IMPEX,,0.0,,,,,,,,,,,1860,Pakistan Trade Atlas All 2021 HS 382200.csv
1930,15-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",GULF MARKETING INTERNATIONAL.,11-B Satlite Town Abdullah Jan Mossque Street Near Kali Tanki Said Pur Road Rawalpindi P,PK - Pakistan,.,.,.,.,ZHEJIANG ORIENT GENE,,China,10780.0,0.0,USD,0.0,,0.0,,80.0,KG,DIAGNOSTIC COVID KITS SARSCO2 DETECTION KITS  FLUORESCENCE PCR  CHINA ORIGIN  NET WEIGHT  80 KGS  QTY  14400 PCS  300 BOX  01 CARTON,0.0,,,,,,IPAI,,,,0.0,,,,,,,,,,,1930,Pakistan Trade Atlas All 2021 HS 382200.csv
1988,14-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MOON ENTERPRISES.,"15/2F, Paper Trade Center,Paisa Akhbar, Anarkali, Lahore, Pakistan Tel: 0092-42-3732 42",PK - Pakistan,.,.,.,.,DRAGON WELL TRANSPORTATION LTD,,China,148.0,0.0,USD,0.0,,0.0,,1.0,KG,DIAGNOSTICVIRUS DNARNA KIT COLUMN  50TestsKitcovid 19 Samples for Testing only,0.0,,,,,,LPFI,,GHAZI & SONS  (GST No.3277876136085),,0.0,,,,,,,,,,,1988,Pakistan Trade Atlas All 2021 HS 382200.csv
2003,14-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",JB SCIENTIFIC,Jb Scientific Suite M-77 Glass Tower Khayaban- Roadclifton Karachi 75600 Pakist,PK - Pakistan,.,.,.,.,SWIFT BIOSCIENCE INC,,United States,12.5,0.0,USD,0.0,,0.0,,1.0,KG,SARSCoV2 Additional Genome Coverage Kit for Surface Testing,0.0,,,,,,KPFI,,THAHEEM BROTHERS,,0.0,,,,,,,,,,,2003,Pakistan Trade Atlas All 2021 HS 382200.csv
2025,14-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",H.A.SHAH & SONS,"3Rd Flr., 109-W, Sardar Begum Plaza Jinnah Avenue, Blue Area Islamabad Pk, Tel:925123485",PK - Pakistan,.,.,.,.,LIFE TECHNOLOGIES HOLDINGS BV,,,15000.0,0.0,USD,0.0,,0.0,,39.0,KG,TAQPATH COVID19 RTPCR KITS AS PER INVOICE  PACKED IN DRY ICE.,0.0,,,,,,IPAI,,,,0.0,,,,,,,,,,,2025,Pakistan Trade Atlas All 2021 HS 382200.csv
2116,13-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD.,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS GMBH,,South Korea,86190.48,0.0,USD,0.0,,0.0,,648.0,KG,SARSCOV2 RAPID ANTIGEN TEST QTY 648 PCS BATCH NO QCO3916631 MFG DT 23321 EXP DT 22323,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,2116,Pakistan Trade Atlas All 2021 HS 382200.csv
2133,13-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MEXIMP TECHNOLOGIES.,Karachi Pakistan,PK - Pakistan,.,.,.,.,AGILENT TECHNOLOGIES DENMARK APS,,United States,341.0,0.0,USD,0.0,,0.0,,0.32,KG,"DIGNOSTIC TAPE.  IR057612FLX MxH CD99 MIC2 GenEwSarc 12E7 RTULinkIR060612FLEX Mono RxH AMACR, cl 13H4, RTU LinkIR062612FLEX Mono MxH CD15, cl Carb3 RTU Link",0.0,,,,,,KPFI,,MUJEEB ULLAH ASSOCIATES,,0.0,,,,,,,,,,,2133,Pakistan Trade Atlas All 2021 HS 382200.csv
2176,13-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",DHL GLOBAL FORWARDING PAKISTAN (PVT) LTD.,"162, Banglore Town, Shahrah-e-Faisal,",Karachi,,+92 2134529964,imranahmed@dhl.com,www.dhl.com.pk,DHL WORLDWIDE EXPRESS,,United Arab Emirates,57.75,0.0,USD,0.0,,0.0,,2.25,KG,1631866795  SARSCOV2 DETECTION PCR KIT,0.0,,,,,,IPAI,,,,0.0,,,,,,,,,,,2176,Pakistan Trade Atlas All 2021 HS 382200.csv
2315,11-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",HOORA PHARMA,"G-143, Defence View, Phase-II, Shaheed-e-Millat Expressway,",Karachi,+92 2135388251,+92 2135388249,info@hoorapharma.com,www.hoorapharma.com,SHENZHEN UNI MEDICA TECHNOLOGY,,China,221200.0,0.0,USD,0.0,,0.0,,95.0,KG,NUCLEIC ACID EXTRACTOR EXTRACTION KITS NOVEL CORONAVIRUS 2019NCOV PCR KITS,0.0,,,,,,KPAF,,,,0.0,,,,,,,,,,,2315,Pakistan Trade Atlas All 2021 HS 382200.csv
2316,11-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES (PAKISTAN) LTD.,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",Karachi,.,+92 2135046574,.,www.abbott.com.pk,ALERE NORTH AMERICA LLC,,United States,55837.78,0.0,USD,0.0,,0.0,,304.0,KG,ID NOW COVID19 TEST KIT 24T OUS.,0.0,,,,,,KPFI,,KUNDI SERVICES LTD.,,0.0,,,,,,,,,,,2316,Pakistan Trade Atlas All 2021 HS 382200.csv
2328,11-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",EURONANO DIAGNOSTICS (PVT) LTD.,Plot 225 1 F Block 2 Pechs,PK - Pakistan,.,.,.,.,,,Turkey,720500.0,0.0,USD,0.0,,0.0,,1100.0,KG,BOSPHORE NOVEL CORONAVIRUS 2019NCOV DETECTION KIT V7 500RXNBOX QTY 1100 KIT,0.0,,,,,,KPAF,,PRMIER SERVICES INTERNATIONAL,,0.0,,,,,,,,,,,2328,Pakistan Trade Atlas All 2021 HS 382200.csv
2415,10-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",GLOBEL MARKETING SERVICES.,111 Hali Road Westridge I 45000 Rawalpindi Cannt Pakistan,PK - Pakistan,.,.,.,.,SACACE BIOTECHNOLOGIES S.R.L.,,France,327.02,0.0,USD,0.0,,0.0,,5.0,KG,"01SARSCOV2 VARIANT TYPING REALTM,LOT NO.G1305S2S,EXP DATE 13052022,BIOTECHNOLOGIES BRAND,ORIGIN ITALY,QTY01 NOSWEIGHT 03 KGS",0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,2415,Pakistan Trade Atlas All 2021 HS 382200.csv
2430,10-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",AGBL PAKISTAN PVT LTD,.,PK - Pakistan,.,.,.,.,ALLIANCE GLOBAL FZ LLC,,United Arab Emirates,17528.24,0.0,USD,0.0,,0.0,,5.0,KG,REALTIME PCR KITS FOR THE DETECTION OF CORONA VIRUS SARCOV2 KITS,0.0,,,,,,IPAI,,,,0.0,,,,,,,,,,,2430,Pakistan Trade Atlas All 2021 HS 382200.csv
2445,10-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",M.H.K ENTERPRISES.,KARACHI,PK - Pakistan,.,.,.,.,SHENZHEN AEHEALTH TECHNOLOGY C,,China,181699.38,0.0,USD,0.0,,0.0,,300032.0,KG,NUCLIEC ACID EXTRACTION KITS FOR RTPCR TEST COVID19 300 032 TESTS,0.0,,,,,,KPAF,,,,0.0,,,,,,,,,,,2445,Pakistan Trade Atlas All 2021 HS 382200.csv
2498,10-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",GLOBAL CLINICAL CURA,.,PK - Pakistan,.,.,.,.,BIOEKSEN AR-GE TEKNOLOJILERI ANONIM,,Germany,750448.0,0.0,USD,0.0,,0.0,,124.0,KG,01....SARSCOV2 VARIANT PLUS VS KIT LOT NO.BX211130NPEKDAD EXP DATE 112022 BIOEXSEN BRAND ORIGIN GERMANY QTY210 NOS..WEIGHT 124 KGS....,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,2498,Pakistan Trade Atlas All 2021 HS 382200.csv
2670,08-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",SCIENTIFIC SUPPLIES (PVT) LTD.,"57-A, Block-2, PECHS,",Karachi,+92 2134555617,+92 2134557446,sskhi@cyber.net.pk,www.scientific supplies.com,3D BIOMEDICINE SCIENCE TECHNOLOGY CO LIMITED,,China,4500.0,0.0,USD,0.0,,0.0,,3000.0,KG,ANDIS FAST SARSCOV2RTQPCR DETECTION KIT TESTS PER KIT  100 TOTAL TESTS  3000 TOTAL KITS  30,0.0,,,,,,KPAF,,,,0.0,,,,,,,,,,,2670,Pakistan Trade Atlas All 2021 HS 382200.csv
2672,08-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",SCIENTIFIC SUPPLIES (PVT) LTD.,"57-A, Block-2, PECHS,",Karachi,+92 2134555617,+92 2134557446,sskhi@cyber.net.pk,www.scientific supplies.com,3D BIOMEDICINE SCIENCE TECHNOLOGY CO LIMITED,,China,6000.0,0.0,USD,0.0,,0.0,,4000.0,KG,3D MED 2019NCOV RTQPCR DETECTION KIT100 TESTS KIT TOTAL TESTS  4000 TOTAL KITS  40,0.0,,,,,,KPAF,,,,0.0,,,,,,,,,,,2672,Pakistan Trade Atlas All 2021 HS 382200.csv
2773,07-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",AL QAZI MARKETING GROUP,.,PK - Pakistan,.,.,.,.,ZHEJIANG ORIENT GENE BIOTECH CO LTD,,China,435.0,0.0,USD,0.0,,0.0,,40.0,KG,01. SARSCOV2 DETECTION KIT  DIRECT FLUORESCENCE PCR48 TESTS PER KIT    REF NO ACOV01   LOT NO AG211103   MFG 29112021   EXPIRY 28112022   BRAND ORIENT GENE   ORIGIN CHINA,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,2773,Pakistan Trade Atlas All 2021 HS 382200.csv
