,index,paproduct detailno,arrival date,hs code,hs code description,importer name,importer address,city state,tel,fax,e-mail,web,exporter name,exporter address,country of origin,import value fob,import value cif,currency,net weight,net weight unit,gross weight,gross weight unit,quantity,quantity unit,product details,number of packages,packages unit,incoterms,place of delivery,brand name,manufactoring company,port of arrival,port of departure,notify party,notify address,volume,volume unit,preport,shipper country,us state,us port2,final us port,final foreign port,final country,container count,total teus,source_data_row,source_file_name,Top P Match Ratio,Top P Match UIDs,Matching P Tags,Top M Match Ratio,Top M Match UIDs,Matching M Tags
30,1286,1287,20-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MOLECULAR BIOLOGY PRODUCTS.,Karachi,PK - Pakistan,.,.,.,.,MOLECULAR BIOLOGY PRODUCTS INC.,,Canada,1180.9,0.0,USD,0.0,,0.0,,7.0,KG,DNA  RNA SHIED VTM FOR  COVID PCR KIT QTY7.00 KIT,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,1287,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,"308,309 | 952 | 1035 | 1442",rna | pcr | pcr | pcr,0.5,"17,18 | 32,33 | 947 | 916 | 975 | 672 | 988 | 434",molecular | molecular | molecular | molecular | molecular | molecular | biology | molecular
31,1290,1291,20-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES (PAKISTAN) LTD.,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,234.73,0.0,USD,0.0,,0.0,,1.0,KG,ARC SARS  COV2  IGGII  QUANT  CALIBRATOR   Standard or calibrator,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,1291,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,1347 | 1238 | 693 | 1372 | 691 | 1048 | 1047 | 1215,cov2 | cov2 | standard | cov2 | standard | standard | standard | standard,0.5,"17,18 | 32,33 | 947 | 916 | 975 | 21 | 839 | 948 | 76 | 989 | 335 | 342",abbott | abbott | abbott | abbott | abbott | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories
32,1320,1321,20-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MUSAJI ADAM & SONS,"1-Humair Centre, Hormusji Street, Gari Khata",Karachi,+92 2132626250,+92 2132626251,,www.science-ware.com,--,,China,658.0,0.0,USD,0.0,,0.0,,1.0,KG,FREEZEDRIED NOVEL CORONAVIRUS COVID19 NUCLEIC ACID DETECTION KITFLUORESCENCE PCR METHOD,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,1321,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,"144 | 207,208","acid,nucleic | acid,nucleic",0.0,,
33,1327,1328,20-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD.,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,"ROCHE DIAGNOSTICS GMBH, DOSLF",,Germany,1520.14,0.0,USD,0.0,,0.0,,2.0,KG,ANTISARSCO2 S ELECSYS COBAS E 200 QTY 2 PCS BATCH NO 57270701 MFG DT 2.9.21 EXP DT 30.4.22,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,1328,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,"132,133 | 131",cobas | cobas,0.5,"647 | 132,133 | 131 | 643 | 252 | 256",roche | roche | roche | roche | roche | roche
34,1348,1349,20-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES (PAKISTAN) LTD.,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,25226.0,0.0,USD,0.0,,0.0,,100.0,KG,ARC  SARSCOVID2  IGG  100T  OUS ECLIA  KIT,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,1349,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,1075,igg,0.5,"17,18 | 32,33 | 947 | 916 | 975 | 21 | 839 | 948 | 76 | 989 | 335 | 342",abbott | abbott | abbott | abbott | abbott | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories
35,1364,1365,20-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD.,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,"ROCHE DIAGNOSTICS GMBH, DOSLF",,Germany,35.74,0.0,USD,0.0,,0.0,,1.0,KG,ANTISARSCOV2 PC ELECSYS QTY 1 PCS BATCH NO 59309201 MFG DT 4.11.21 EXP DT 28.2.22,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,1365,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,256 | 777,elecsys | elecsys,0.5,"647 | 132,133 | 131 | 643 | 252 | 256",roche | roche | roche | roche | roche | roche
36,1420,1421,20-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES (PAKISTAN) LTD.,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,112.6,0.0,USD,0.0,,0.0,,1.0,KG,ARC SARSCOVID2   CONTROL  OUS,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,1421,Pakistan Trade Atlas All 2021 HS 382200.csv,0.25,1251,control,0.5,"17,18 | 32,33 | 947 | 916 | 975 | 21 | 839 | 948 | 76 | 989 | 335 | 342",abbott | abbott | abbott | abbott | abbott | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories
37,1453,1454,20-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES (PAKISTAN) LTD.,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,1516.2,0.0,USD,0.0,,0.0,,15.0,KG,ALNTY SARSCOV2  IGM  200T   OUSECLIA KIT,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,1454,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,1076,igm,0.5,"17,18 | 32,33 | 947 | 916 | 975 | 21 | 839 | 948 | 76 | 989 | 335 | 342",abbott | abbott | abbott | abbott | abbott | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories
38,1482,1483,20-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD.,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,"ROCHE DIAGNOSTICS GMBH, DOSLF",,Germany,19.24,0.0,USD,0.0,,0.0,,1.0,KG,ANTISARSCOV2 S PC ELECSYS QTY 1 PCS BATCH NO 56775901 MFG DT 4.8.21 EXP DT 31.3.22,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,1483,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,995 | 256 | 777,s | elecsys | elecsys,0.5,"647 | 132,133 | 131 | 643 | 252 | 256",roche | roche | roche | roche | roche | roche
39,1535,1536,19-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD.,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,"ROCHE DIAGNOSTICS GMBH, DOSLF",,United States,8065.2,0.0,USD,0.0,,0.0,,15.0,KG,KIT COBAS LIAT SARSCOV2 QTY 15 PCS BATCH NO 10809U QTY 15 PCS BATCH NO 9.8.21 EXP DT 31.7.22,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,1536,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,"132,133 | 131",cobas | cobas,0.5,"647 | 132,133 | 131 | 643 | 252 | 256",roche | roche | roche | roche | roche | roche
40,1593,1594,19-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD.,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,"ROCHE DIAGNOSTICS GMBH, DOSLF",,Germany,2144.3,0.0,USD,0.0,,0.0,,10.0,KG,ANTISARSCOV2 ELECSYS COBAS E 200 QTY 10 PCS BATCH NO 59778201 MFG DT 22.11.21 EXP DT 28.2.22,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,1594,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,"132,133 | 131",cobas | cobas,0.5,"647 | 132,133 | 131 | 643 | 252 | 256",roche | roche | roche | roche | roche | roche
41,1646,1647,17-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES (PAKISTAN) LTD.,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,667.1,0.0,USD,0.0,,0.0,,2.0,KG,ALINITY SARS COV2 IGGII QUANT 20ECLIA KIT,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,1647,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,"32,33 | 947 | 1347 | 1238 | 1372",alinity | alinity | cov2 | cov2 | cov2,0.5,"17,18 | 32,33 | 947 | 916 | 975 | 21 | 839 | 948 | 76 | 989 | 335 | 342",abbott | abbott | abbott | abbott | abbott | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories
42,1654,1655,17-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES (PAKISTAN) LTD.,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,274.88,0.0,USD,0.0,,0.0,,1.0,KG,ALNTY SARS COV2 IGGII QUANT COCONTROLS,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,1655,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,1347 | 1238 | 1372,cov2 | cov2 | cov2,0.5,"17,18 | 32,33 | 947 | 916 | 975 | 21 | 839 | 948 | 76 | 989 | 335 | 342",abbott | abbott | abbott | abbott | abbott | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories
43,1658,1659,17-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES (PAKISTAN) LTD.,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,111.38,0.0,USD,0.0,,0.0,,2.0,KG,ALNTY SARSCOV2 IGM CAL OUSSTANDARD OR CALIBRATOR,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,1659,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,1076,igm,0.5,"17,18 | 32,33 | 947 | 916 | 975 | 21 | 839 | 948 | 76 | 989 | 335 | 342",abbott | abbott | abbott | abbott | abbott | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories
44,1678,1679,17-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES (PAKISTAN) LTD.,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,5054.0,0.0,USD,0.0,,0.0,,50.0,KG,ALNTY SARSCOV2 IGM 200T OUSECLIA KIT,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,1679,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,1076,igm,0.5,"17,18 | 32,33 | 947 | 916 | 975 | 21 | 839 | 948 | 76 | 989 | 335 | 342",abbott | abbott | abbott | abbott | abbott | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories
45,1704,1705,17-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES (PAKISTAN) LTD.,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,40.4,0.0,USD,0.0,,0.0,,1.0,KG,ARC SARSCOVID2 CAL OUSSTANDARD OR CALIBRATOR,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,1705,Pakistan Trade Atlas All 2021 HS 382200.csv,0.0,,,0.5,"17,18 | 32,33 | 947 | 916 | 975 | 21 | 839 | 948 | 76 | 989 | 335 | 342",abbott | abbott | abbott | abbott | abbott | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories
46,1729,1730,17-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES (PAKISTAN) LTD.,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,111.38,0.0,USD,0.0,,0.0,,2.0,KG,ARC SARSCOVID2 CAL OUSSTANDARD OR CALIBRATOR,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,1730,Pakistan Trade Atlas All 2021 HS 382200.csv,0.0,,,0.5,"17,18 | 32,33 | 947 | 916 | 975 | 21 | 839 | 948 | 76 | 989 | 335 | 342",abbott | abbott | abbott | abbott | abbott | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories
47,1757,1758,17-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",NYCOTECH INC,.,PK - Pakistan,.,.,.,.,GENESYSTEM CO LTD,,South Korea,172.24,0.0,USD,0.0,,0.0,,5.0,KG,1. NOVEL CORONAVIRUS SARSCOV2 DETECTION KITS LOTNOSCZ1334AC100  100 TESTS PER KIT  BRAND GENE SYSTEM  ORIGIN REPUBLIC OF KOREA  QTY06 KITSNET WEIGHT 05KGS.,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,1758,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,639,gene,0.0,,
48,1764,1765,17-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES (PAKISTAN) LTD.,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,549.76,0.0,USD,0.0,,0.0,,2.0,KG,ARC SARS COV2 IGGII QUANT CONTCONTROL,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,1765,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,1347 | 1238 | 1372,cov2 | cov2 | cov2,0.5,"17,18 | 32,33 | 947 | 916 | 975 | 21 | 839 | 948 | 76 | 989 | 335 | 342",abbott | abbott | abbott | abbott | abbott | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories
49,1773,1774,17-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES (PAKISTAN) LTD.,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,112.6,0.0,USD,0.0,,0.0,,1.0,KG,ARC SARSCOVID2 CTL OUSCONTROLS,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,1774,Pakistan Trade Atlas All 2021 HS 382200.csv,0.0,,,0.5,"17,18 | 32,33 | 947 | 916 | 975 | 21 | 839 | 948 | 76 | 989 | 335 | 342",abbott | abbott | abbott | abbott | abbott | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories
50,1774,1775,17-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES (PAKISTAN) LTD.,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,1010.8,0.0,USD,0.0,,0.0,,20.0,KG,ARC SARSCOV2 IGM 100 T OUSECLIA KIT,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,1775,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,1076,igm,0.5,"17,18 | 32,33 | 947 | 916 | 975 | 21 | 839 | 948 | 76 | 989 | 335 | 342",abbott | abbott | abbott | abbott | abbott | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories
51,1776,1777,17-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES (PAKISTAN) LTD.,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,40.4,0.0,USD,0.0,,0.0,,1.0,KG,ALINITY SARSCOV2 IGG CAL OUSSTANDARD OR CALIBRATOR,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,1777,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,1075,igg,0.5,"17,18 | 32,33 | 947 | 916 | 975 | 21 | 839 | 948 | 76 | 989 | 335 | 342",abbott | abbott | abbott | abbott | abbott | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories
52,1787,1788,17-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES (PAKISTAN) LTD.,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,252.04,0.0,USD,0.0,,0.0,,4.0,KG,ARC SARSCOVID2 CTL OUSCONTROLS,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,1788,Pakistan Trade Atlas All 2021 HS 382200.csv,0.0,,,0.5,"17,18 | 32,33 | 947 | 916 | 975 | 21 | 839 | 948 | 76 | 989 | 335 | 342",abbott | abbott | abbott | abbott | abbott | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories
53,1788,1789,17-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES (PAKISTAN) LTD.,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,112.6,0.0,USD,0.0,,0.0,,1.0,KG,ALINITY SARSCOV2 IGG  CTL OUSControl,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,1789,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,1075,igg,0.5,"17,18 | 32,33 | 947 | 916 | 975 | 21 | 839 | 948 | 76 | 989 | 335 | 342",abbott | abbott | abbott | abbott | abbott | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories
54,1821,1822,16-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",LIFE SPAN HEALTH CARE,.,PK - Pakistan,.,.,.,.,GENEMATRIX INC,,South Korea,6718.59,0.0,USD,0.0,,0.0,,29.0,KG,DIAGNOSTIC REAGENT PCR KITS FOR COVID19QTY53KITS,0.0,,,,,,LPAF,,AZEEM ENTERPRISES,,0.0,,,,,,,,,,,1822,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,1338 | 952 | 1035 | 1399 | 1442,diagnostic | pcr | pcr | reagent | pcr,0.5,101 | 233 | 387 | 551 | 1114 | 685,health | health | health | health | care | health
55,1835,1836,16-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",SAHAAB INTERNATIONAL,.,PK - Pakistan,.,.,.,.,ZHEJIANG ORIENT GENE BIOTECH,,China,680.0,0.0,USD,0.0,,0.0,,68.0,KG,1SARSCOV2 DETECTION KITSDIRECT FLUOESCENCE PCR KITS LOTNOAG211201 EXP DT05122022 QTY15024 TEST. NET WEIGHT68 KGS,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,1836,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,"328 | 925 | 245 | 164 | 1020 | 968 | 433 | 251 | 1352 | 546 | 952 | 1035 | 1133 | 150 | 1071,1072,1070 | 362 | 1442 | 1021",detection | detection | detection | detection | detection | detection | detection | detection | detection | detection | pcr | pcr | detection | detection | detection | detection | pcr | detection,0.5,"405 | 657 | 674,675",international | international | international
56,1841,1842,16-12-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MED LAB SERVICES.,Office No 1 1St Floor Abc Plaza Commerical Center Satellite Town Pk Rawalpindi Pakistan,PK - Pakistan,.,.,.,.,MACHEREY NAGEL GMBH & CO KG,,Germany,18737.59,0.0,USD,0.0,,0.0,,216.0,KG,"DIAGNOSTIC COVID KITS NUCLEOSPIN VIRAL DNA VIRUS RXTRACTION KIT 250 PREPS, NUCLEOSPIN VIRUAL RNA VIRUS EXTRACTION KIT 50 PREPS, GERMANY ORIGIN, NET WEIGHT  216 KGS, QTY  90 PCS",0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,1842,Pakistan Trade Atlas All 2021 HS 382200.csv,0.6666666666666666,653,"virus,diagnostic",0.5,30 | 329 | 756,med | med | lab
